seg_id_nat,year,month,experiment,n,ANN,RGCN,RGCN_ptrn,RNN,seg
2012,2008,8,d100,31,0.821146676,0.709583933,0.858133145,1.303279412,a48
2012,2009,6,d100,30,1.741795884,1.341328257,1.023895151,1.903465304,a49
2012,2009,7,d100,31,1.237693048,1.018335683,0.914093047,1.706528659,a50
2012,2009,8,d100,31,1.01109947,0.893300029,0.858239401,1.724511054,a51
2012,2010,6,d100,28,1.006053751,0.576428444,0.455038882,1.568766749,a52
2012,2010,7,d100,31,0.715514797,0.67800392,0.835865946,1.605870339,a53
2012,2010,8,d100,31,0.918915655,0.728215266,0.863614556,1.568261884,a54
2012,2011,6,d100,30,1.186770732,0.67474594,0.398609482,1.903957196,a55
2012,2011,7,d100,31,0.892759909,0.829294148,0.911874831,1.662446268,a56
2012,2011,8,d100,31,1.22208605,1.243157752,1.169049975,1.702263379,a57
2012,2012,6,d100,30,0.796099212,0.544764802,0.61261487,1.438702023,a58
2012,2012,7,d100,31,0.962791693,1.055442715,1.231859414,1.866885659,a59
2012,2012,8,d100,31,0.563286159,0.469485553,0.636065972,1.198128355,a60
2012,2013,6,d100,30,0.873399989,0.617778707,0.655936832,0.980584312,a61
2012,2013,7,d100,31,0.581623929,0.423058207,0.429548928,1.099831506,a62
2012,2013,8,d100,31,0.541365562,0.397498406,0.397884043,0.787249871,a63
2012,2014,6,d100,28,1.035243692,0.583089207,0.39378544,1.575448562,a64
2012,2014,7,d100,29,1.052504698,0.677529568,0.644172715,1.906652538,a65
2012,2014,8,d100,31,1.184270364,1.047019543,1.115041228,1.762993358,a66
2012,2015,6,d100,30,1.041608053,0.516384777,0.475206698,1.712328916,a67
2012,2015,7,d100,31,0.492625312,0.56191047,0.610302169,1.014230374,a68
2012,2015,8,d100,31,0.732141927,0.529527347,0.568698244,1.456770484,a69
2012,2016,6,d100,30,0.805884508,0.400108194,0.409710998,1.119914516,a70
2012,2016,7,d100,31,0.616912197,0.534224202,0.721263167,1.354758027,a71
2012,2016,8,d100,31,0.490831296,0.390377027,0.463895894,0.98682139,a72
2013,2005,6,d100,30,0.824722545,0.897523035,0.395201815,0.650497915,a73
2013,2005,7,d100,31,0.772458441,0.629494824,0.622388533,0.518682131,a74
2013,2005,8,d100,31,1.057900781,0.8421302,0.565200458,0.716414487,a75
2013,2006,6,d100,30,0.81415435,0.96581019,0.66248928,0.577776963,a76
2013,2006,7,d100,31,0.928692798,0.924835135,0.453750208,0.474189339,a77
2013,2006,8,d100,31,1.018712618,0.693317858,0.374016252,0.583530674,a78
2013,2007,6,d100,30,0.943662347,0.820099394,0.444302009,0.552187462,a79
2013,2007,7,d100,31,0.933849652,0.725106997,0.574600051,0.645462656,a80
2013,2007,8,d100,31,0.760994504,0.632195573,0.46718318,0.609196357,a81
2013,2008,6,d100,30,0.925234138,0.876774078,0.429279784,0.736223698,a82
2013,2008,7,d100,31,1.08097757,0.899685463,0.368425239,0.650525744,a83
2013,2008,8,d100,31,0.823416984,0.483683324,0.363632913,0.478343697,a84
2013,2009,6,d100,30,0.665528834,0.385725147,0.293663989,0.451093088,a85
2013,2009,7,d100,31,0.793619235,0.408789266,0.659232507,0.455036699,a86
2013,2009,8,d100,31,1.118243859,0.794767871,0.397868592,0.770544907,a87
2013,2010,6,d100,27,1.035471485,1.04616412,0.530215806,0.668536439,a88
2013,2010,7,d100,31,1.43526804,1.390379021,0.554171086,0.6082432,a89
2013,2010,8,d100,31,1.347462743,1.036939063,0.549207509,0.496571806,a90
2013,2011,6,d100,30,0.763531564,0.768051838,0.429661149,0.494000525,a91
2013,2011,7,d100,31,1.403782279,1.285331023,0.473166383,0.784988179,a92
2013,2011,8,d100,31,1.470083509,1.075606373,0.792755391,0.685018816,a93
2013,2012,6,d100,30,1.155581264,0.976875484,0.663380356,0.736457497,a94
2013,2012,7,d100,31,1.392836974,1.353425882,0.567740385,0.800255956,a95
2013,2012,8,d100,29,1.389446968,1.029267934,0.439322123,0.521238871,a96
2013,2013,6,d100,30,1.051479606,1.137646322,0.730316348,0.53629761,a97
2013,2013,7,d100,31,1.362932921,1.341094317,0.723820589,0.851255925,a98
2013,2013,8,d100,31,1.027209853,0.55712634,0.623638088,0.575498758,a99
2013,2014,6,d100,30,1.279249108,0.978289803,0.996052629,0.77663664,a100
2013,2014,7,d100,31,1.35864597,1.154926125,0.85193158,0.915847617,a101
2013,2014,8,d100,31,0.945480928,0.429975963,0.483840047,0.575259973,a102
2013,2015,6,d100,30,1.313970156,1.197874603,0.822574828,0.964716883,a103
2013,2015,7,d100,31,1.318180237,1.263787491,0.855429694,1.012535705,a104
2013,2015,8,d100,31,1.18127991,0.854536843,0.674409648,0.827499207,a105
2013,2016,6,d100,30,1.258189112,0.923260514,0.680179271,0.944568066,a106
2013,2016,7,d100,31,1.379716074,1.235458018,0.627142197,0.936500666,a107
2013,2016,8,d100,31,1.733949946,1.363434611,0.653704052,0.847406206,a108
2014,2005,6,d100,30,1.363350213,0.842234341,0.960271396,1.067078177,a109
2014,2005,7,d100,31,1.116945897,0.743652144,1.179492584,1.625901766,a110
2014,2005,8,d100,31,1.096706084,0.843525343,1.086580914,1.419325785,a111
2014,2006,6,d100,25,0.705745624,0.383498813,0.410545133,0.84120469,a112
2014,2006,7,d100,23,0.733302534,0.400059687,0.752993205,1.376750087,a113
2014,2006,8,d100,31,0.78412895,0.409489219,0.50734955,0.864654462,a114
2014,2007,6,d100,30,1.16232469,0.510703104,0.492251708,1.27011264,a115
2014,2007,7,d100,27,1.271507095,0.836429904,1.043908199,1.547539805,a116
2014,2007,8,d100,31,1.486063469,1.055786112,1.331616892,1.588152319,a117
2014,2008,6,d100,30,1.28566699,0.650668757,0.832386946,0.992866199,a118
2014,2008,7,d100,31,0.851485212,0.503839371,0.674422893,1.091686365,a119
2014,2008,8,d100,31,0.970082513,0.615520274,0.887144673,0.973845128,a120
2014,2009,6,d100,30,1.724503055,1.102391572,1.25925173,1.367583436,a121
2014,2009,7,d100,31,1.194841937,0.794452157,0.998119829,1.216272745,a122
2014,2009,8,d100,31,0.747066796,0.416455003,0.642429973,1.285064023,a123
2014,2010,6,d100,29,1.524478417,0.794470914,0.945986736,1.335238675,a124
2014,2010,7,d100,28,0.73313363,0.53249487,0.807365815,1.290590977,a125
2014,2010,8,d100,31,0.909318882,0.524681358,0.676046363,1.019238356,a126
2014,2011,6,d100,28,1.627570315,0.870057655,0.940775344,1.671827404,a127
2014,2011,7,d100,31,1.103497763,0.61222102,0.869127811,1.159003933,a128
2014,2011,8,d100,29,0.725105516,0.792868344,0.540520661,0.971670897,a129
2014,2012,6,d100,30,1.102665377,0.703456812,0.750845486,1.236823576,a130
2014,2012,7,d100,29,0.823290274,0.608698498,0.79871813,1.146659635,a131
2014,2012,8,d100,29,0.573577101,0.334993529,0.510204846,0.717794882,a132
2014,2013,6,d100,30,1.21547502,0.622367863,0.742486945,1.108732596,a133
2014,2013,7,d100,31,1.185889606,0.926597702,1.257027678,1.446456812,a134
2014,2013,8,d100,30,1.347505957,0.894443237,1.094188254,1.25532576,a135
2014,2014,6,d100,30,1.039474597,0.45307098,0.492459887,0.930352083,a136
2014,2014,7,d100,31,0.9917868,0.49674046,0.673074119,1.206082449,a137
2014,2014,8,d100,31,1.220136093,0.804223647,1.037574881,1.266934672,a138
2014,2015,6,d100,29,1.159482286,0.535851689,0.624377084,1.412671428,a139
2014,2015,7,d100,31,1.022401444,0.565507093,0.72803517,1.395045313,a140
2014,2015,8,d100,31,0.897687774,0.400715496,0.621160046,1.103508571,a141
2014,2016,6,d100,30,1.327066895,0.562745768,0.692295937,0.952916605,a142
2014,2016,7,d100,31,0.920775398,0.598516578,0.868058276,1.148033611,a143
2014,2016,8,d100,31,0.658222881,0.455138295,0.587898587,0.799151975,a144
2017,2007,8,d100,1,0.983153915,0.559660339,0.346090698,0.318998718,a145
2019,2005,7,d100,1,1.337706451,0.99971283,0.618191605,1.307469254,a146
2019,2006,6,d100,1,0.589469833,0.08163269,0.941240387,0.896325989,a147
2019,2006,8,d100,1,1.086852646,0.288907623,0.212099457,1.023704147,a148
2019,2007,7,d100,1,2.155777893,1.620667419,1.725264511,2.593764267,a149
2019,2008,6,d100,1,3.277336502,2.792623901,2.5726017,2.360704803,a150
2019,2008,8,d100,1,1.400903702,1.343708038,1.429174423,1.996101379,a151
2019,2009,7,d100,1,1.204450607,1.4564991,0.54451561,1.65067482,a152
2019,2009,8,d100,1,0.75006485,0.800769806,0.043621063,0.064020157,a153
2019,2010,6,d100,1,0.108848572,0.456892014,0.541759491,0.555391312,a154
2019,2010,8,d100,1,0.470455933,0.215621185,0.712559891,0.443383026,a155
2019,2011,7,d100,1,0.032870102,0.244963837,0.098033142,0.45312767,a156
2019,2012,6,d100,2,0.288097292,0.063234898,0.37728643,0.890571252,a157
2019,2012,7,d100,1,1.746296692,1.072634506,1.516644287,1.929434586,a158
2019,2012,8,d100,2,0.475687666,0.402309859,0.306236847,0.645259138,a159
2019,2013,7,d100,1,0.855036545,0.599129486,1.989119339,1.064415741,a160
2019,2014,6,d100,1,0.623938675,0.42474472,0.063256149,0.173760529,a161
2019,2014,8,d100,1,0.867837906,0.69354248,0.007362366,1.036949158,a162
2019,2015,6,d100,1,1.97394371,2.357624054,3.086545944,2.045944214,a163
2019,2015,7,d100,1,2.529740067,2.145466537,1.971369476,1.980860443,a164
2019,2015,8,d100,1,0.67882843,0.788926315,0.228812408,1.230733109,a165
2019,2016,6,d100,2,4.943551302,3.990947237,4.48975699,4.400451592,a166
2019,2016,7,d100,1,2.134157181,2.236980438,1.966810226,2.551876068,a167
2019,2016,8,d100,1,0.800057068,0.861878052,0.730126038,1.351637497,a168
2020,2005,6,d100,1,3.590636215,3.060349426,3.372223816,3.486790619,a169
2020,2005,8,d100,1,1.080527649,1.721392975,0.960362778,1.786883698,a170
2020,2006,6,d100,1,3.881304092,2.550173111,2.513061829,3.803634949,a171
2020,2006,7,d100,1,1.32944252,1.617408295,1.681804199,2.914020081,a172
2020,2006,8,d100,1,1.910672913,2.484887848,2.178521881,2.717677841,a173
2020,2007,7,d100,1,3.707621078,3.09623764,3.151945572,3.834003906,a174
2020,2007,8,d100,1,2.656183243,2.459194183,2.291517258,3.104099274,a175
2020,2008,6,d100,1,3.720207367,2.694664154,2.696510468,2.749414597,a176
2020,2008,7,d100,1,2.502633362,2.026738434,1.874249725,2.309459,a177
2020,2008,8,d100,1,2.845411224,2.129217072,1.994501038,2.44035141,a178
2020,2009,6,d100,1,4.04047554,1.642722778,1.744411163,2.981246643,a179
2020,2009,7,d100,1,3.708243866,2.795089264,2.21609642,3.515018005,a180
2020,2009,8,d100,1,3.265823288,3.204675598,3.694646759,3.70093338,a181
2020,2010,6,d100,1,3.804103241,2.620601044,2.082482681,2.927491531,a182
2020,2010,7,d100,1,2.729890213,2.796468124,2.584224091,1.439183578,a183
2020,2011,7,d100,1,3.104837265,2.55056366,2.371692505,2.720874634,a184
2020,2012,7,d100,1,1.537377014,2.293892517,1.136448517,1.794949188,a185
2020,2013,7,d100,1,3.338687515,2.839780426,2.389505005,3.935626602,a186
2020,2013,8,d100,1,2.786122742,2.989442291,2.789189758,3.391263428,a187
2020,2014,6,d100,1,2.370919571,2.429252014,2.230515823,2.967021332,a188
2020,2014,7,d100,1,4.073277054,3.089951096,2.804991302,4.079317627,a189
2020,2014,8,d100,1,3.729525757,2.95403595,2.707766724,3.200482559,a190
2020,2015,6,d100,1,2.270631561,0.274404297,0.319820175,1.735097656,a191
2020,2015,7,d100,1,3.717404861,2.839141388,2.13240387,3.628009338,a192
2020,2016,7,d100,1,3.148282242,2.871951294,2.835959625,3.428675842,a193
2020,2016,8,d100,1,2.230081253,2.165935211,2.075002365,2.346118622,a194
2021,2005,7,d100,2,1.037731907,0.952618635,0.937176536,0.914237758,a195
2021,2006,6,d100,1,1.156851654,0.143401031,0.745320435,0.605017548,a196
2021,2006,8,d100,1,0.957747574,0.797932739,0.757504578,0.793303604,a197
2021,2007,7,d100,1,1.481245041,1.471628189,1.09985733,1.559467316,a198
2021,2008,6,d100,1,2.203369446,2.337375946,1.272800751,1.378452606,a199
2021,2008,8,d100,1,1.87173027,1.811553421,0.692254486,1.98201889,a200
2021,2009,7,d100,1,1.12376976,1.10168457,0.265695572,0.755254745,a201
2021,2009,8,d100,1,0.305583572,0.096315765,0.373423004,0.328870392,a202
2021,2010,6,d100,1,1.375960922,1.083089447,2.510303116,0.36317215,a203
2021,2010,7,d100,1,0.169369125,0.258280182,0.458979034,0.324477768,a204
2021,2010,8,d100,1,0.59452858,0.082970047,0.907134628,0.432930374,a205
2021,2011,7,d100,1,0.773195877,0.464613571,1.173561707,0.067284241,a206
2021,2012,6,d100,2,0.314408365,0.202128134,1.126609351,0.096511861,a207
2021,2012,7,d100,1,0.114079285,0.054394531,0.347014618,0.117550659,a208
2021,2012,8,d100,2,0.212341083,0.357777497,0.900635166,0.125754174,a209
2021,2013,6,d100,2,1.346955807,0.843449536,0.210748593,1.02356836,a210
2021,2013,7,d100,3,0.956792673,1.15740593,1.81563885,0.916374218,a211
2021,2013,8,d100,1,0.59196434,0.914645767,0.028907394,0.641976929,a212
2021,2014,6,d100,2,0.959067382,1.321812286,0.432204695,1.060876891,a213
2021,2014,7,d100,1,1.587958145,1.211144257,0.802922058,1.076391983,a214
2021,2014,8,d100,3,1.661650462,1.745494807,1.864612691,1.498348736,a215
2021,2015,6,d100,3,0.520917263,0.673365416,1.495467863,0.858640204,a216
2021,2015,7,d100,3,0.911755541,0.764547892,0.573840488,0.575910783,a217
2021,2015,8,d100,3,1.049204422,1.050512606,0.490364209,0.894996071,a218
2021,2016,6,d100,3,2.173352771,2.000462357,1.729539229,1.803750671,a219
2021,2016,7,d100,3,1.372753069,1.158398227,1.139386928,0.993156547,a220
2021,2016,8,d100,3,1.163078459,0.867459667,0.720564651,1.249851775,a221
2023,2005,6,d100,1,2.611323776,3.258416595,1.673919144,2.240733566,a222
2023,2005,8,d100,1,0.201538925,1.176344757,0.519040222,1.35197937,a223
2023,2006,6,d100,1,3.059738846,2.516226501,1.132475586,2.659121246,a224
2023,2006,7,d100,1,0.905921402,2.150935593,0.797269287,1.425221863,a225
2023,2006,8,d100,1,1.212049255,2.828912506,1.334808121,0.413992157,a226
2023,2007,7,d100,1,2.402078476,3.627651062,2.033014145,1.409139481,a227
2023,2007,8,d100,1,2.580198059,3.327771912,1.886014709,1.264230499,a228
2023,2008,6,d100,1,3.179484711,2.892524109,1.687054977,2.220992432,a229
2023,2008,7,d100,1,1.719242172,2.184030609,1.234148102,1.076961594,a230
2023,2008,8,d100,1,2.390840225,2.767907791,1.449702911,1.178821259,a231
2023,2009,6,d100,1,4.034840927,2.539437637,1.566453323,2.72013031,a232
2023,2009,7,d100,1,3.062894135,3.098136215,1.87765625,2.288552551,a233
2023,2009,8,d100,1,2.514590912,3.8611409,2.444387131,2.459466629,a234
2023,2010,6,d100,1,2.716621017,3.650880432,1.230176544,1.142915344,a235
2023,2010,7,d100,1,1.641552353,3.375194931,1.755863571,0.267759705,a236
2023,2011,7,d100,1,2.077398834,3.202482758,1.787190018,1.229700623,a237
2023,2012,7,d100,1,0.880836487,2.236198425,0.506374359,0.546318054,a238
2023,2013,7,d100,1,1.242027969,2.568381042,0.848839493,1.582491608,a239
2023,2013,8,d100,1,1.151461411,2.090346146,0.552162933,1.8222435,a240
2023,2014,6,d100,1,1.108651657,1.352550049,0.269585114,1.022227783,a241
2023,2014,7,d100,1,1.393860703,2.402857666,0.63585556,0.554381256,a242
2023,2014,8,d100,1,1.21579689,1.733331146,0.267535629,0.09530777,a243
2023,2015,6,d100,1,1.129328995,0.404540329,1.014408798,0.126220016,a244
2023,2015,7,d100,1,1.0225,1.905501328,0.03130249,0.521267853,a245
2023,2016,7,d100,1,1.681240387,2.294748611,1.298620529,1.132894821,a246
2023,2016,8,d100,1,0.947357254,1.485513763,0.061017914,0.412612839,a247
2027,2005,6,d100,1,0.430822983,0.241127625,1.345279083,0.504334793,a248
2027,2005,8,d100,1,1.409331436,0.39189827,3.206494446,3.278119202,a249
2027,2006,6,d100,1,1.060167007,0.0665242,1.214033432,0.487905197,a250
2027,2006,7,d100,1,1.07534111,0.815817719,3.516863708,2.136008148,a251
2027,2006,8,d100,1,1.025283585,0.71205307,2.560094604,3.494573364,a252
2027,2007,7,d100,1,3.169061508,3.594795074,1.864528503,1.515308228,a253
2027,2007,8,d100,1,1.733024673,2.132682877,0.458642883,0.136899872,a254
2027,2008,6,d100,1,0.358085709,0.37832634,2.272207184,0.606624527,a255
2027,2008,7,d100,1,0.737354355,0.089944763,2.474309998,1.78857048,a256
2027,2008,8,d100,1,0.597577438,0.45450531,2.32872139,2.058173523,a257
2027,2009,6,d100,1,0.565161743,2.043316803,2.807682953,0.748818359,a258
2027,2009,7,d100,1,0.330498352,0.535814896,2.003288879,0.991573944,a259
2027,2009,8,d100,1,0.439831009,1.078884354,0.417649994,0.653188477,a260
2027,2010,6,d100,1,0.651600494,0.91306366,2.107825623,1.376712189,a261
2027,2010,7,d100,1,1.408076706,0.547673645,2.210593643,4.076413574,a262
2027,2011,7,d100,1,0.439991074,0.253492279,1.975471573,2.107463913,a263
2027,2012,7,d100,1,1.913531494,0.74542923,3.7195961,3.798655701,a264
2027,2012,8,d100,1,1.144959641,0.376277161,2.8223526,2.136016083,a265
2027,2013,7,d100,1,1.206880875,0.353035278,3.419189758,2.841766663,a266
2027,2013,8,d100,1,1.208706589,0.37663147,2.123991699,1.460444183,a267
2027,2014,6,d100,1,0.571763153,0.938893433,1.952828522,0.681935425,a268
2027,2014,7,d100,1,0.576917038,0.396750793,2.429831848,1.955233917,a269
2027,2014,8,d100,1,1.943008423,1.819484711,3.296461105,3.150444031,a270
2027,2015,6,d100,1,0.437452927,0.86359848,3.801334991,2.105591431,a271
2027,2015,7,d100,1,0.352180405,0.1458358,2.327104492,1.163160248,a272
2027,2016,7,d100,1,0.438444214,0.029203339,2.179182129,1.386510925,a273
2027,2016,8,d100,1,1.379381714,0.831459579,3.1928125,2.8160215,a274
2030,2005,6,d100,1,2.033141251,1.788298721,1.222313995,2.356083984,a275
2030,2005,8,d100,1,0.063550262,0.799346237,0.350671082,0.595105438,a276
2030,2006,6,d100,1,3.104442978,2.010273361,2.870308304,3.16232338,a277
2030,2006,7,d100,1,1.36731842,1.587712555,0.648400574,2.505120544,a278
2030,2006,8,d100,1,1.032761002,1.708223724,2.070665741,1.972208405,a279
2030,2007,7,d100,1,2.047257309,1.821650391,2.036215668,2.2602948,a280
2030,2007,8,d100,1,2.305280457,1.971742401,1.032628784,2.712514648,a281
2030,2008,6,d100,1,2.129332886,1.410130844,0.75302063,0.852408752,a282
2030,2008,7,d100,1,0.980068893,0.593691559,0.629856796,0.165965347,a283
2030,2008,8,d100,1,0.804382095,0.175138245,0.171571503,0.323796997,a284
2030,2009,6,d100,1,2.001901169,0.289314728,0.862247925,0.401946564,a285
2030,2009,7,d100,1,1.768940964,1.011391678,0.024147949,1.605437317,a286
2030,2009,8,d100,1,3.08833107,2.814205017,2.542037811,3.337367859,a287
2030,2010,6,d100,1,2.762299271,1.967808456,1.06154892,1.427069397,a288
2030,2010,7,d100,1,0.877177505,1.297910004,0.673001556,0.695896835,a289
2030,2010,8,d100,1,1.783818359,1.447692032,0.928229446,2.072201843,a290
2030,2011,6,d100,1,1.693893814,1.551592255,0.511280441,0.517996216,a291
2030,2011,7,d100,1,0.836944656,0.800279694,0.113409119,0.07802002,a292
2030,2011,8,d100,2,0.209779865,1.464602877,1.620258767,0.814380282,a293
2030,2012,6,d100,1,0.976795425,0.016132584,0.108403931,0.116754303,a294
2030,2012,7,d100,1,0.189644241,1.364927673,0.87568512,0.605527496,a295
2030,2012,8,d100,1,0.106905136,0.057136383,1.787841644,0.062927094,a296
2030,2013,6,d100,1,2.662615051,0.96215271,1.329105606,0.970461121,a297
2030,2013,7,d100,1,1.730696564,1.683133011,2.266535645,2.519110565,a298
2030,2013,8,d100,1,1.483421707,2.257692719,2.28885498,2.231325531,a299
2030,2014,6,d100,1,1.263607178,1.62878624,0.443752441,1.918605957,a300
2030,2014,7,d100,1,2.223748703,1.609271545,1.233726044,2.390571136,a301
2030,2014,8,d100,2,1.568506549,1.03602575,0.684841458,1.364198776,a302
2030,2015,6,d100,1,1.376310425,0.009931488,1.225172119,0.194408493,a303
2030,2015,7,d100,1,3.646285019,2.9614534,1.90285965,3.592720947,a304
2030,2015,8,d100,1,0.786038895,0.629605789,0.269262772,1.310142059,a305
2030,2016,6,d100,1,3.206660309,2.393862762,2.202202835,2.798911133,a306
2030,2016,7,d100,1,2.609554977,2.048695297,1.702116699,2.782807083,a307
2030,2016,8,d100,2,1.310437486,1.385587692,0.976385842,1.512170078,a308
2031,2005,6,d100,1,3.199913712,2.290878983,2.41711113,1.538691254,a309
2031,2005,8,d100,1,1.054507523,0.34288147,0.720164566,2.364007263,a310
2031,2006,6,d100,1,2.339219589,0.667384644,0.844979782,1.101184387,a311
2031,2006,7,d100,1,0.245499191,0.629368362,0.934757767,0.64158493,a312
2031,2006,8,d100,1,0.68324295,0.999050293,1.190330658,1.276662674,a313
2031,2007,7,d100,1,1.864753189,1.050609055,1.462663116,0.021681366,a314
2031,2007,8,d100,1,1.632792511,1.158041992,1.731759109,0.024397888,a315
2031,2008,6,d100,1,2.045034409,0.370262146,0.593235016,0.07960701,a316
2031,2008,7,d100,1,0.757418976,0.394442902,0.491788254,0.870056763,a317
2031,2008,8,d100,1,1.388696594,0.743120117,1.29997818,0.067960815,a318
2031,2009,6,d100,1,2.577228165,0.364168549,0.169372177,0.242230988,a319
2031,2009,7,d100,1,1.724009171,0.468464508,0.709770813,0.052558289,a320
2031,2009,8,d100,1,2.476341858,2.138739243,2.861115112,1.05006279,a321
2031,2010,6,d100,1,2.938311691,1.782900925,1.349423523,0.426091309,a322
2031,2010,7,d100,1,0.686101685,0.567554245,0.747689972,2.449365845,a323
2031,2011,7,d100,1,1.491641159,0.846446152,1.068738098,0.917286758,a324
2031,2012,7,d100,1,1.01105217,0.425618134,0.934565582,2.405055084,a325
2031,2013,7,d100,1,1.087635422,0.626272583,0.821443939,0.109986877,a326
2031,2013,8,d100,1,1.366961746,2.09029129,2.117221146,1.036168365,a327
2031,2014,6,d100,1,0.641155853,0.2664534,0.313587799,0.166945114,a328
2031,2014,7,d100,1,1.88939888,0.734115906,1.027015991,0.059688263,a329
2031,2014,8,d100,1,1.41237114,0.387659531,0.95674942,0.641793747,a330
2031,2015,6,d100,1,0.067928619,1.740351028,1.50768692,2.428951569,a331
2031,2015,7,d100,1,1.796871948,0.872605133,0.740860748,0.268219757,a332
2031,2016,7,d100,1,1.456981277,0.522391891,1.501397705,0.090473557,a333
2031,2016,8,d100,2,3.331659845,3.540905315,3.116336289,4.239627744,a334
2033,2005,6,d100,1,2.819231339,2.838184662,1.014108963,1.676613159,a335
2033,2005,8,d100,1,0.97128891,0.772901764,1.205697784,1.767448196,a336
2033,2006,6,d100,1,2.753809662,1.496689529,1.265555115,1.763560028,a337
2033,2006,7,d100,1,1.618583603,1.585584564,0.499792023,0.702886505,a338
2033,2006,8,d100,1,1.630563889,1.84491745,0.738903198,1.051044312,a339
2033,2007,7,d100,1,2.893113174,2.279694595,1.717955627,0.760199585,a340
2033,2007,8,d100,1,2.3979319,1.534225311,0.172794189,0.277750168,a341
2033,2008,6,d100,1,3.037096939,1.699542007,1.023817978,1.001660309,a342
2033,2008,7,d100,1,3.12487114,2.077422028,1.164547806,0.844839935,a343
2033,2008,8,d100,1,3.251534348,1.788063889,1.354349976,0.82581604,a344
2033,2009,6,d100,1,3.60730629,0.923767853,0.739826965,1.400597382,a345
2033,2009,7,d100,1,3.257258911,1.746718903,1.443704147,1.328475494,a346
2033,2009,8,d100,1,3.545511246,2.817775726,1.963209152,1.39017868,a347
