seg_id_nat,year,month,experiment,n,ANN_d001,ANN_d100,RGCN_d001,RGCN_d100,RGCN_ptrn_d001,RGCN_ptrn_d100,RNN_d001,RNN_d100,seg
2021,2015,6,d100,3,5.179702519,0.520917263,2.544014807,0.673365416,1.228362145,1.495467863,1.832417955,0.858640204,a216
2021,2015,7,d100,3,2.569641624,0.911755541,1.134191605,0.764547892,2.451144138,0.573840488,3.834648925,0.575910783,a217
2021,2015,8,d100,3,0.786942918,1.049204422,2.574293536,1.050512606,3.377411692,0.490364209,1.897944981,0.894996071,a218
2021,2016,6,d100,3,1.586284024,2.173352771,2.062487556,2.000462357,2.262002538,1.729539229,1.991298339,1.803750671,a219
2021,2016,7,d100,3,2.778465275,1.372753069,2.779280818,1.158398227,2.567330997,1.139386928,3.839061612,0.993156547,a220
2021,2016,8,d100,3,2.648838005,1.163078459,2.272365983,0.867459667,2.553130075,0.720564651,3.64566971,1.249851775,a221
2023,2005,6,d100,1,0.013329086,2.611323776,3.236758652,3.258416595,0.928834381,1.673919144,1.241932449,2.240733566,a222
2023,2005,8,d100,1,5.367577667,0.201538925,1.18416893,1.176344757,0.403933411,0.519040222,6.587489243,1.35197937,a223
2023,2006,6,d100,1,1.759470673,3.059738846,2.033113747,2.516226501,0.399737091,1.132475586,0.921595306,2.659121246,a224
2023,2006,7,d100,1,2.291714249,0.905921402,0.620456161,2.150935593,0.793826523,0.797269287,3.500460205,1.425221863,a225
2023,2006,8,d100,1,4.466696014,1.212049255,0.513088455,2.828912506,0.098178635,1.334808121,5.674589386,0.413992157,a226
2023,2007,7,d100,1,2.033931885,2.402078476,1.187093582,3.627651062,0.656978455,2.033014145,3.244716797,1.409139481,a227
2023,2007,8,d100,1,2.616146317,2.580198059,1.453502426,3.327771912,2.275321732,1.886014709,3.835205307,1.264230499,a228
2023,2008,6,d100,1,2.080838547,3.179484711,2.200560913,2.892524109,1.296876297,1.687054977,1.073867188,2.220992432,a229
2023,2008,7,d100,1,1.652759476,1.719242172,1.797248917,2.184030609,0.281063156,1.234148102,2.820806427,1.076961594,a230
2023,2008,8,d100,1,1.725439377,2.390840225,0.918595963,2.767907791,2.191796951,1.449702911,2.936220474,1.178821259,a231
2023,2009,6,d100,1,2.894275055,4.034840927,3.54513298,2.539437637,1.911153183,1.566453323,1.679482803,2.72013031,a232
2023,2009,7,d100,1,0.947423248,3.062894135,1.987090378,3.098136215,2.460303574,1.87765625,0.500757904,2.288552551,a233
2023,2009,8,d100,1,0.966047592,2.514590912,2.193227463,3.8611409,2.345235519,2.444387131,2.210996933,2.459466629,a234
2023,2010,6,d100,1,0.820671463,2.716621017,2.623523331,3.650880432,2.650598907,1.230176544,1.987871552,1.142915344,a235
2023,2010,7,d100,1,2.964635468,1.641552353,1.001514816,3.375194931,0.523238754,1.755863571,4.160125351,0.267759705,a236
2023,2011,7,d100,1,2.083939972,2.077398834,1.292290268,3.202482758,0.042294083,1.787190018,3.277152481,1.229700623,a237
2023,2012,7,d100,1,4.373727798,0.880836487,0.117666245,2.236198425,0.83073616,0.506374359,5.574483871,0.546318054,a238
2023,2013,7,d100,1,3.404511719,1.242027969,0.061524658,2.568381042,0.670521469,0.848839493,4.622376709,1.582491608,a239
2023,2013,8,d100,1,0.382151413,1.151461411,1.952580643,2.090346146,2.931479263,0.552162933,1.51306839,1.8222435,a240
2023,2014,6,d100,1,1.876100082,1.108651657,0.988679428,1.352550049,0.639122467,0.269585114,0.653388519,1.022227783,a241
2023,2014,7,d100,1,2.757031555,1.393860703,0.18156517,2.402857666,1.079692001,0.63585556,3.955773468,0.554381256,a242
2023,2014,8,d100,1,1.998207626,1.21579689,1.160637436,1.733331146,1.473765793,0.267535629,3.546358643,0.09530777,a243
2023,2015,6,d100,1,2.052954407,1.129328995,0.938578873,0.404540329,0.172353058,1.014408798,3.164566727,0.126220016,a244
2023,2015,7,d100,1,1.988814392,1.0225,0.52333931,1.905501328,0.270752945,0.03130249,3.613188782,0.521267853,a245
2023,2016,7,d100,1,1.638812714,1.681240387,1.633220978,2.294748611,0.929945297,1.298620529,2.843866043,1.132894821,a246
2023,2016,8,d100,1,3.561000748,0.947357254,0.166995926,1.485513763,0.508779602,0.061017914,4.788322372,0.412612839,a247
2027,2005,6,d100,1,2.797606812,0.430822983,0.920744553,0.241127625,1.746980057,1.345279083,4.030583725,0.504334793,a248
2027,2005,8,d100,1,7.23920166,1.409331436,2.916571732,0.39189827,1.163418884,3.206494446,8.461712952,3.278119202,a249
2027,2006,6,d100,1,1.057947464,1.060167007,2.269491501,0.0665242,1.782471008,1.214033432,1.664999313,0.487905197,a250
2027,2006,7,d100,1,5.820675735,1.07534111,2.192757492,0.815817719,1.34131897,3.516863708,7.031754379,2.136008148,a251
2027,2006,8,d100,1,7.612401733,1.025283585,3.642802963,0.71205307,0.517411957,2.560094604,8.825755844,3.494573364,a252
2027,2007,7,d100,1,2.02529541,3.169061508,1.757108536,3.594795074,1.194707718,1.864528503,3.232776794,1.515308228,a253
2027,2007,8,d100,1,4.038675232,1.733024673,0.197300034,2.132682877,1.377672272,0.458642883,5.262813492,0.136899872,a254
2027,2008,6,d100,1,1.394311829,0.358085709,0.217372971,0.37832634,1.443052216,2.272207184,2.402723236,0.606624527,a255
2027,2008,7,d100,1,4.76979454,0.737354355,0.70008667,0.089944763,2.142314987,2.474309998,5.954082565,1.78857048,a256
2027,2008,8,d100,1,5.253375397,0.597577438,1.681578979,0.45450531,0.896172867,2.32872139,6.468142853,2.058173523,a257
2027,2009,6,d100,1,1.128931961,0.565161743,0.335198441,2.043316803,1.470673523,2.807682953,2.28667923,0.748818359,a258
2027,2009,7,d100,1,2.950791016,0.330498352,1.104864731,0.535814896,0.890488281,2.003288879,4.238442078,0.991573944,a259
2027,2009,8,d100,1,4.023694763,0.439831009,0.117606888,1.078884354,0.183814774,0.417649994,5.260400543,0.653188477,a260
2027,2010,6,d100,1,3.517608032,0.651600494,0.361855164,0.91306366,4.852069244,2.107825623,4.69392334,1.376712189,a261
2027,2010,7,d100,1,6.798758926,1.408076706,2.680888596,0.547673645,3.814414444,2.210593643,7.997153702,4.076413574,a262
2027,2011,7,d100,1,5.339056091,0.439991074,1.393159943,0.253492279,2.499624329,1.975471573,6.535116272,2.107463913,a263
2027,2012,7,d100,1,7.6933815,1.913531494,3.332621765,0.74542923,3.511471939,3.7195961,8.899310303,3.798655701,a264
2027,2012,8,d100,1,4.99703331,1.144959641,1.499661636,0.376277161,1.313077164,2.8223526,6.291777802,2.136016083,a265
2027,2013,7,d100,1,6.687904663,1.206880875,2.775064774,0.353035278,2.938593216,3.419189758,7.902574844,2.841766663,a266
2027,2013,8,d100,1,3.0806987,1.208706589,2.784874649,0.37663147,0.244464188,2.123991699,4.712221832,1.460444183,a267
2027,2014,6,d100,1,0.374589081,0.571763153,0.1528405,0.938893433,2.142092819,1.952828522,1.470542068,0.681935425,a268
2027,2014,7,d100,1,5.370177612,0.576917038,1.731168137,0.396750793,3.209412918,2.429831848,6.568965302,1.955233917,a269
2027,2014,8,d100,1,5.67780304,1.943008423,3.798482895,1.819484711,1.679300308,3.296461105,7.14953804,3.150444031,a270
2027,2015,6,d100,1,3.887964859,0.437452927,1.724123611,0.86359848,0.371714249,3.801334991,5.024038925,2.105591431,a271
2027,2015,7,d100,1,3.861051483,0.352180405,1.974634094,0.1458358,1.827341003,2.327104492,5.464643402,1.163160248,a272
2027,2016,7,d100,1,4.50811203,0.438444214,0.657787399,0.029203339,1.450346069,2.179182129,5.716434555,1.386510925,a273
2027,2016,8,d100,1,6.191063461,1.379381714,2.338982162,0.831459579,1.830582199,3.1928125,7.425194321,2.8160215,a274
2030,2005,6,d100,1,0.88646019,2.033141251,2.926539536,1.788298721,2.009175186,1.222313995,2.085860138,2.356083984,a275
2030,2005,8,d100,1,5.363678665,0.063550262,1.024813385,0.799346237,0.227068634,0.350671082,6.562422485,0.595105438,a276
2030,2006,6,d100,1,0.079757309,3.104442978,0.311927414,2.010273361,0.232752228,2.870308304,0.345913315,3.16232338,a277
2030,2006,7,d100,1,2.609350891,1.36731842,1.581921844,1.587712555,0.416598587,0.648400574,3.698956223,2.505120544,a278
2030,2006,8,d100,1,4.960105515,1.032761002,0.94189415,1.708223724,0.058976746,2.070665741,6.162931061,1.972208405,a279
2030,2007,7,d100,1,2.773120041,2.047257309,0.63018692,1.821650391,0.173699265,2.036215668,3.972687836,2.2602948,a280
2030,2007,8,d100,1,3.149856796,2.305280457,1.099698792,1.971742401,1.663690338,1.032628784,4.347952118,2.712514648,a281
2030,2008,6,d100,1,0.539683685,2.129332886,3.740468369,1.410130844,0.774983063,0.75302063,0.198366776,0.852408752,a282
2030,2008,7,d100,1,2.874602585,0.980068893,1.406376572,0.593691559,0.496897964,0.629856796,3.937291412,0.165965347,a283
2030,2008,8,d100,1,3.44949173,0.804382095,0.385406265,0.175138245,0.814162979,0.171571503,4.609710922,0.323796997,a284
2030,2009,6,d100,1,0.409764786,2.001901169,0.266229172,0.289314728,0.490249176,0.862247925,0.515842896,0.401946564,a285
2030,2009,7,d100,1,0.980990372,1.768940964,0.360857925,1.011391678,0.885994949,0.024147949,2.310818634,1.605437317,a286
2030,2009,8,d100,1,1.36549202,3.08833107,2.865686264,2.814205017,2.197618332,2.542037811,2.563816223,3.337367859,a287
2030,2010,6,d100,1,1.508733063,2.762299271,2.366215439,1.967808456,2.869443207,1.06154892,2.622107773,1.427069397,a288
2030,2010,7,d100,1,4.225048752,0.877177505,0.288031311,1.297910004,1.370388718,0.673001556,5.406832428,0.695896835,a289
2030,2010,8,d100,1,1.925597076,1.783818359,1.650424118,1.447692032,1.76973259,0.928229446,3.057545547,2.072201843,a290
2030,2011,6,d100,1,3.493278122,1.693893814,0.398060226,1.551592255,4.704011536,0.511280441,4.665309525,0.517996216,a291
2030,2011,7,d100,1,3.854597015,0.836944656,0.024412231,0.800279694,1.346773071,0.113409119,5.010475082,0.07802002,a292
2030,2011,8,d100,2,3.755023644,0.209779865,2.663499178,1.464602877,0.44656168,1.620258767,4.893406134,0.814380282,a293
2030,2012,6,d100,1,2.936033974,0.976795425,4.371567497,0.016132584,1.773778687,0.108403931,0.704353104,0.116754303,a294
2030,2012,7,d100,1,5.002797699,0.189644241,0.655322647,1.364927673,0.75164566,0.87568512,6.175544357,0.605527496,a295
2030,2012,8,d100,1,5.501891937,0.106905136,1.542112198,0.057136383,0.054822769,1.787841644,6.695993271,0.062927094,a296
2030,2013,6,d100,1,1.909225235,2.662615051,1.150644531,0.96215271,0.457428207,1.329105606,2.921073685,0.970461121,a297
2030,2013,7,d100,1,3.771100159,1.730696564,0.109191055,1.683133011,0.650992279,2.266535645,4.964114304,2.519110565,a298
2030,2013,8,d100,1,0.250123596,1.483421707,2.087599182,2.257692719,2.529529953,2.28885498,1.86360321,2.231325531,a299
2030,2014,6,d100,1,1.437183533,1.263607178,3.178575668,1.62878624,0.429353561,0.443752441,0.783836517,1.918605957,a300
2030,2014,7,d100,1,2.652859192,2.223748703,1.07134201,1.609271545,0.688120346,1.233726044,3.819544296,2.390571136,a301
2030,2014,8,d100,2,2.028594554,1.568506549,1.412271571,1.03602575,1.638463677,0.684841458,3.238510278,1.364198776,a302
2030,2015,6,d100,1,2.254774017,1.376310425,0.077476578,0.009931488,0.80558197,1.225172119,3.157663269,0.194408493,a303
2030,2015,7,d100,1,0.325820007,3.646285019,0.827574692,2.9614534,1.707140884,1.90285965,1.939820328,3.592720947,a304
2030,2015,8,d100,1,3.913834076,0.786038895,0.120723267,0.629605789,0.053887863,0.269262772,5.099438171,1.310142059,a305
2030,2016,6,d100,1,0.929654083,3.206660309,3.082348862,2.393862762,2.983996353,2.202202835,2.055514297,2.798911133,a306
2030,2016,7,d100,1,1.339566498,2.609554977,3.001999588,2.048695297,1.407307358,1.702116699,2.464112549,2.782807083,a307
2030,2016,8,d100,2,3.340230308,1.310437486,0.985641278,1.385587692,1.078149598,0.976385842,4.535958543,1.512170078,a308
2031,2005,6,d100,1,0.321313171,3.199913712,3.442494125,2.290878983,0.971684723,2.41711113,1.447057037,1.538691254,a309
2031,2005,8,d100,1,6.191806107,1.054507523,1.951258926,0.34288147,0.190757065,0.720164566,7.376710205,2.364007263,a310
2031,2006,6,d100,1,0.829292755,2.339219589,2.404846649,0.667384644,0.437267761,0.844979782,0.192619781,1.101184387,a311
2031,2006,7,d100,1,3.116553726,0.245499191,0.827881393,0.629368362,0.304495392,0.934757767,4.15263504,0.64158493,a312
2031,2006,8,d100,1,5.453977432,0.68324295,1.437574234,0.999050293,0.443736877,1.190330658,6.650970306,1.276662674,a313
2031,2007,7,d100,1,3.470415649,1.864753189,0.203796921,1.050609055,0.281244812,1.462663116,4.643898544,0.021681366,a314
2031,2007,8,d100,1,3.628167114,1.632792511,0.595994034,1.158041992,1.474616089,1.731759109,4.810156784,0.024397888,a315
2031,2008,6,d100,1,0.016851425,2.045034409,2.213542938,0.370262146,0.615644455,0.593235016,0.528833389,0.07960701,a316
2031,2008,7,d100,1,2.999855652,0.757418976,1.117677078,0.394442902,0.365542068,0.491788254,4.030529633,0.870056763,a317
2031,2008,8,d100,1,2.804142075,1.388696594,0.786609573,0.743120117,1.665250702,1.29997818,3.941837387,0.067960815,a318
2031,2009,6,d100,1,0.722558594,2.577228165,1.039294815,0.364168549,1.165429688,0.169372177,0.091144943,0.242230988,a319
2031,2009,7,d100,1,1.174559937,1.724009171,0.289372787,0.468464508,0.977863922,0.709770813,2.33952652,0.052558289,a320
2031,2009,8,d100,1,1.828362808,2.476341858,2.157129898,2.138739243,1.88669838,2.861115112,2.999335632,1.05006279,a321
2031,2010,6,d100,1,1.639468079,2.938311691,2.226678009,1.782900925,2.710026627,1.349423523,2.718968277,0.426091309,a322
2031,2010,7,d100,1,4.875763168,0.686101685,0.906940689,0.567554245,1.751964798,0.747689972,6.048977127,2.449365845,a323
2031,2011,7,d100,1,3.575924759,1.491641159,0.204041595,0.846446152,0.765925293,1.068738098,4.714394455,0.917286758,a324
2031,2012,7,d100,1,5.954176941,1.01105217,1.613865891,0.425618134,1.547047653,0.934565582,7.112940826,2.405055084,a325
2031,2013,7,d100,1,4.509841537,1.087635422,0.7658535,0.626272583,0.22951088,0.821443939,5.688399887,0.109986877,a326
2031,2013,8,d100,1,0.121678085,1.366961746,0.881364136,2.09029129,2.797108917,2.117221146,1.578268738,1.036168365,a327
2031,2014,6,d100,1,0.700747147,0.641155853,1.832958832,0.2664534,0.545771942,0.313587799,0.39822258,0.166945114,a328
2031,2014,7,d100,1,3.365806274,1.88939888,0.215349503,0.734115906,1.060018234,1.027015991,4.514499359,0.059688263,a329
2031,2014,8,d100,1,2.546479721,1.41237114,1.809865494,0.387659531,1.397734146,0.95674942,3.929503937,0.641793747,a330
2031,2015,6,d100,1,3.630352325,0.067928619,1.58508522,1.740351028,0.234663315,1.50768692,4.352945633,2.428951569,a331
2031,2015,7,d100,1,2.259719086,1.796871948,0.753823471,0.872605133,0.017670441,0.740860748,3.708483887,0.268219757,a332
2031,2016,7,d100,1,2.470423126,1.456981277,1.648786163,0.522391891,0.459695435,1.501397705,3.557876968,0.090473557,a333
2031,2016,8,d100,2,6.701069139,3.331659845,3.332165061,3.540905315,2.913017758,3.116336289,7.788469364,4.239627744,a334
2033,2005,6,d100,1,0.375486069,2.819231339,3.342674561,2.838184662,1.681131058,1.014108963,1.642427139,1.676613159,a335
2033,2005,8,d100,1,5.761996994,0.97128891,1.521171341,0.772901764,0.233841171,1.205697784,6.988475571,1.767448196,a336
2033,2006,6,d100,1,0.144450455,2.753809662,2.170853882,1.496689529,0.741072922,1.265555115,0.288321762,1.763560028,a337
2033,2006,7,d100,1,3.368150787,1.618583603,0.267009659,1.585584564,0.001434402,0.499792023,4.548154907,0.702886505,a338
2033,2006,8,d100,1,5.192413177,1.630563889,1.174033966,1.84491745,0.339889374,0.738903198,6.404897537,1.051044312,a339
2033,2007,7,d100,1,2.832974396,2.893113174,0.434052505,2.279694595,0.010897598,1.717955627,4.051651917,0.760199585,a340
2033,2007,8,d100,1,4.164932404,2.3979319,0.085063782,1.534225311,0.813966599,0.172794189,5.389408264,0.277750168,a341
2033,2008,6,d100,1,0.696637115,3.037096939,2.458987198,1.699542007,0.605727158,1.023817978,0.241004028,1.001660309,a342
2033,2008,7,d100,1,1.86282074,3.12487114,2.311520462,2.077422028,0.346352463,1.164547806,3.024949188,0.844839935,a343
2033,2008,8,d100,1,2.280509109,3.251534348,1.162241821,1.788063889,1.818606262,1.354349976,3.492785568,0.82581604,a344
2033,2009,6,d100,1,1.500601578,3.60730629,0.428267288,0.923767853,1.129141617,0.739826965,0.317158508,1.400597382,a345
2033,2009,7,d100,1,0.363052826,3.257258911,0.481183548,1.746718903,1.30745842,1.443704147,1.757076721,1.328475494,a346
2033,2009,8,d100,1,1.912509918,3.545511246,2.18670845,2.817775726,1.345571518,1.963209152,3.151702881,1.39017868,a347
2033,2010,6,d100,1,2.228604126,2.590008926,1.608308029,1.778292847,3.631968307,1.186644745,3.394249725,0.331116486,a348
2033,2010,7,d100,1,4.343456726,1.440640945,0.351675491,1.490428467,1.441063385,1.351962585,5.542145233,1.394539337,a349
2033,2010,8,d100,1,2.462154617,2.269866714,0.690830002,1.245744476,1.261962662,0.781354675,3.662595978,0.336641083,a350
2033,2011,6,d100,1,4.260887756,1.378793106,0.268339767,1.464631424,5.436596527,1.281764374,5.455799713,1.749165192,a351
2033,2011,7,d100,1,3.285069122,2.400269852,0.4552034,1.746140823,0.852276459,0.989478455,4.479960098,0.085675583,a352
2033,2011,8,d100,2,4.741507423,0.427476296,2.469263897,1.856485187,1.388902448,2.030449332,5.88800001,2.140016099,a353
2033,2012,6,d100,1,2.270226212,1.123334198,5.383663864,0.067932816,1.730967255,0.528933258,1.043852539,0.233792038,a354
2033,2012,7,d100,1,5.755089645,0.779124374,1.40938652,0.983323212,1.704741364,0.618128662,6.958403473,1.883856659,a355
2033,2012,8,d100,1,5.544247894,0.941002579,1.870873718,0.109928818,0.600901871,0.870686798,6.779685287,1.571923523,a356
2033,2013,6,d100,1,2.043777466,3.447053909,1.270957947,1.409248352,0.133993149,1.37330246,3.158809662,0.21138382,a357
2033,2013,7,d100,1,4.719255295,1.50995079,1.125282135,1.534645233,0.571760025,0.334419403,5.938880768,0.183612671,a358
2033,2013,8,d100,1,0.317107697,1.348185043,0.016332169,2.726505737,1.507463913,1.369081955,2.132796783,1.291382294,a359
2033,2014,6,d100,1,0.57836853,0.73528801,1.150330887,0.649409637,1.617777481,0.212944641,0.421440735,0.358401642,a360
2033,2014,7,d100,1,4.491410828,1.196033859,1.067782974,0.259367371,2.541299438,0.134460068,5.691781616,1.023141479,a361
2033,2014,8,d100,2,2.782397018,1.425350488,5.386447962,0.844170152,1.610319869,1.779121538,3.994606593,0.599137205,a362
2033,2015,6,d100,1,3.157603378,0.624195938,1.333502884,0.144856567,1.824198837,1.956953888,4.1611129,1.583962555,a363
2033,2015,7,d100,1,2.793325729,1.899211578,1.274172134,1.103110962,1.032697983,0.177356415,4.504675217,0.121177368,a364
2033,2015,8,d100,1,4.465246506,1.364465408,0.60360939,0.640731506,0.551710434,0.551349945,5.686382599,1.087227173,a365
2033,2016,6,d100,1,3.086439285,1.571607437,0.989366379,0.91882309,5.240551147,1.158355865,4.257917557,0.835884247,a366
2033,2016,7,d100,1,2.69076416,2.410327225,1.491988449,1.121472626,0.030918808,0.313109665,3.886543961,0.275195389,a367
2033,2016,8,d100,3,5.551371905,1.606769368,2.065075841,2.106443661,1.87713892,2.3206892,6.746366146,2.582467672,a368
2034,2005,6,d100,1,0.385173874,3.296918945,3.564014511,3.764160233,1.403234558,1.907362061,0.849473877,2.563802795,a369
2034,2005,8,d100,1,5.379859695,0.151809921,1.246188889,1.412092438,0.545046082,0.66530777,6.603391418,1.417852173,a370
2034,2006,6,d100,1,1.056731186,2.425511322,3.43745903,1.943436584,0.452101746,0.120900116,0.181458435,2.025847397,a371
2034,2006,7,d100,1,3.112215424,0.247861481,0.300800705,1.694120026,0.26135788,0.309215927,4.32963028,0.41098938,a372
2034,2006,8,d100,1,5.482651596,0.252936478,1.714793091,1.695832367,0.381587143,0.04741394,6.694119339,1.398699646,a373
2034,2007,7,d100,1,2.85967659,1.69639946,0.25405098,2.852245102,0.039860001,1.162391434,4.070289841,0.599416504,a374
2034,2007,8,d100,1,3.554734879,1.636074371,0.469263382,2.590450592,1.540369339,0.806408234,4.776767426,0.277586288,a375
2034,2008,6,d100,1,1.169205093,2.579548264,1.168415451,2.229193115,0.535601044,0.576094055,0.131637955,1.604090118,a376
2034,2008,7,d100,1,2.165341339,1.337119141,1.302475967,2.261523285,0.001652679,0.661814728,3.348456345,0.757962265,a377
2034,2008,8,d100,1,2.680146484,1.45595047,0.185351639,2.092264862,1.34273407,0.526747437,3.896329193,0.337776871,a378
2034,2009,6,d100,1,2.168375244,3.540367355,2.550369492,1.749569168,1.431244125,0.702406158,0.950542679,2.13900589,a379
2034,2009,7,d100,1,0.104537048,2.195063553,0.810095749,2.272469482,1.617470703,0.912583313,1.501004257,1.500588379,a380
2034,2009,8,d100,1,1.623335342,2.151612778,1.438315887,3.413192291,1.843127747,1.744990845,2.86561058,1.593286057,a381
2034,2010,6,d100,1,1.495393829,2.216743393,1.812999649,3.035959167,3.011518555,0.37135498,2.668525772,0.478725357,a382
2034,2010,7,d100,1,4.251520767,0.488213882,0.303290024,2.161296234,1.535963669,0.576428757,5.449280396,1.059425964,a383
2034,2011,7,d100,1,3.216461258,1.112699432,0.095519943,2.288328094,0.831342773,0.576570435,4.414690094,0.15915863,a384
2034,2012,7,d100,1,5.760695114,0.539896622,1.509428635,1.050734863,2.015551224,1.05264534,6.964335098,1.958161011,a385
2034,2013,7,d100,1,3.370872498,1.328935623,0.132322311,2.871181488,0.585180283,0.575675964,4.590803146,0.488218307,a386
2034,2013,8,d100,1,0.869862289,1.749291153,1.438380508,2.948626251,3.398348541,0.988642426,0.979090958,2.129505844,a387
2034,2014,6,d100,1,2.244349136,1.751997604,1.079115524,1.861820831,0.091147766,0.068749084,0.985552444,1.55676712,a388
2034,2014,7,d100,1,2.474532928,1.780418549,0.287878189,2.741066132,0.565931168,0.762855682,3.676875916,0.814607773,a389
2034,2014,8,d100,1,2.211106567,1.0774543,1.573935776,1.717486115,1.328417511,0.030474396,3.74264267,0.09795639,a390
2034,2015,6,d100,1,2.616109619,0.477289429,0.48984314,0.143572083,0.289665451,1.752013931,3.745771179,0.660062561,a391
2034,2015,7,d100,1,1.425613861,1.64654686,0.017567139,2.410762329,0.471745987,0.207511444,3.072844009,1.067040939,a392
2034,2016,7,d100,1,2.052632675,1.4401194,1.146353378,2.215361252,0.702725067,0.900189056,3.260535583,0.846968307,a393
2034,2016,8,d100,1,4.149343262,0.224195709,0.966848145,1.248407593,0.026086578,0.691552887,5.384130249,0.924632797,a394
2035,2016,8,d100,1,8.455024033,4.29502037,6.794921188,4.673314362,4.633847504,6.278779297,9.708508759,5.812909393,a395
2036,2005,6,d100,2,1.70720514,0.982742689,1.038916165,2.064059931,2.664500122,1.438955608,2.931940137,1.647078882,a396
2036,2005,8,d100,2,4.595716363,1.844655899,0.913145783,1.818756606,2.112803038,1.37421996,5.581057791,1.578032965,a397
2036,2006,6,d100,2,2.397523217,1.401414136,3.027298431,0.760001701,1.223757425,1.63242691,0.946187484,1.433980746,a398
2036,2006,7,d100,2,5.903528939,1.070241512,1.012156366,1.06279158,1.137922624,0.579226837,3.921032754,1.303712782,a399
2036,2006,8,d100,2,5.030447327,1.57594983,2.453650475,2.317320234,2.863218513,1.533677379,6.247071226,2.117686285,a400
2036,2007,7,d100,1,1.555247879,2.464306259,0.820965195,3.509458923,1.754166031,2.179071808,2.962560272,3.210277939,a401
2036,2007,8,d100,1,3.875585938,0.781215286,0.956428909,1.351850128,1.101205444,1.378488922,5.152628326,1.356004333,a402
2036,2008,6,d100,1,0.299735565,1.839965363,2.482942123,1.82644989,1.525880356,0.633777161,0.149167557,1.453322906,a403
2036,2008,7,d100,1,1.634874344,1.565725327,1.818492889,1.668394089,1.537963867,0.706066132,2.654331207,1.544975281,a404
2036,2008,8,d100,1,1.335452194,2.097937469,1.525288467,2.151734238,3.294583206,1.256749039,2.641047592,2.495980148,a405
2036,2009,6,d100,1,1.273985214,2.558851547,1.82859642,1.868545837,2.032034225,0.834339447,0.596712418,1.35307724,a406
2036,2009,7,d100,1,0.155333862,1.571303024,2.341147079,1.762535706,3.006596222,1.179505005,1.442120895,1.734100952,a407
2036,2009,8,d100,1,1.883004456,1.351448746,1.426441879,2.290320129,2.148468704,0.971972198,3.268882065,1.82064888,a408
2036,2010,6,d100,1,1.363696899,1.919443283,1.0671064,2.381616745,2.526038971,0.660545502,2.522849884,1.715185318,a409
2036,2010,7,d100,1,3.102084808,1.024908371,0.685132675,2.676718063,0.061399155,1.019222565,4.381042175,1.20873291,a410
2036,2010,8,d100,1,2.128977127,0.387651138,1.211618118,0.856389694,2.526731186,0.102615051,3.273777313,1.297195129,a411
2036,2011,6,d100,1,4.207503204,0.070345993,1.853361969,1.470673676,4.924912338,1.637785797,5.411663895,0.547663574,a412
2036,2011,7,d100,1,2.083142319,1.703162155,0.568030319,2.556084595,0.917494736,1.214638672,3.345887222,1.869584045,a413
2036,2011,8,d100,2,5.063665474,2.235097648,2.235783572,0.519963683,0.641641718,1.368775052,5.788651734,1.145466281,a414
2036,2012,6,d100,1,7.391250877,1.97858551,0.680531235,2.06102684,1.737662582,2.173005371,2.263003616,1.512814789,a415
2036,2012,7,d100,1,4.051732864,0.80563942,0.885957565,2.132644806,0.492868576,0.196014557,5.23081955,1.442646179,a416
2036,2012,8,d100,1,5.356102753,1.224036026,3.895954895,0.040526581,0.431113052,1.027584839,6.60226326,0.065365601,a417
2036,2013,6,d100,1,2.449171219,1.140914764,0.867948685,1.298950043,0.715427246,1.190752182,3.333904419,0.697975006,a418
2036,2013,7,d100,1,3.733740082,0.94450737,1.546108475,1.727523575,0.258527527,1.152849426,5.012338867,1.67847229,a419
2036,2013,8,d100,1,1.050177994,0.094748917,2.502623138,1.395000992,3.18311554,1.302998123,2.371741714,1.190298615,a420
2036,2014,6,d100,1,1.264674034,0.117738876,4.091402206,0.565712128,0.459688339,0.476446304,0.44496933,1.011301193,a421
2036,2014,7,d100,1,2.366088943,1.550334854,0.079395218,1.984109802,0.248647766,0.491868896,3.655990677,1.788164063,a422
2036,2014,8,d100,2,5.862468917,1.582232299,3.688709466,0.586877006,1.925195964,0.578967333,4.672212659,0.930255981,a423
2036,2015,6,d100,1,2.981650543,0.216025162,2.388756943,0.888588715,1.058533478,0.576601791,3.138617706,0.798937607,a424
2036,2015,7,d100,1,1.884543686,0.946202011,0.579146652,1.262152405,0.229880066,0.021603317,3.78903511,0.430021973,a425
2036,2015,8,d100,1,4.270864944,0.458639603,1.281031113,0.050579529,0.229940872,1.31335495,5.574833374,0.328238983,a426
2036,2016,6,d100,1,2.61945961,0.309751053,0.341684799,0.653073807,4.274107437,0.252170105,3.790258865,0.261048813,a427
2036,2016,7,d100,1,1.870035706,1.29090065,1.492591324,1.404305878,1.42682785,0.49525589,3.097525177,1.46828598,a428
2036,2016,8,d100,2,3.929332757,0.441910889,0.686589728,0.52166586,1.088245849,1.462599977,5.260694443,0.724042923,a429
2037,2005,6,d100,30,3.172424863,0.682735776,1.792628361,0.500765938,3.204871293,0.699272618,4.084649926,0.757453262,a430
2037,2005,7,d100,27,4.76804149,0.80037723,1.445797535,0.59575805,1.906368803,0.893714328,5.973283075,1.229430828,a431
2037,2005,8,d100,31,4.793825874,0.857472934,1.70746585,0.708873401,1.575832271,1.2348546,5.988530179,1.297098436,a432
