seg_id_nat,year,month,experiment,n,ANN_d001,ANN_d100,RGCN_d001,RGCN_d100,RGCN_ptrn_d001,RGCN_ptrn_d100,RNN_d001,RNN_d100,seg
2012,2009,6,d100,30,1.437422828,1.741795884,2.932725346,1.341328257,1.242488578,1.023895151,0.749626913,1.903465304,a49
2012,2009,7,d100,31,1.07511002,1.237693048,2.151060332,1.018335683,1.508850019,0.914093047,2.374039385,1.706528659,a50
2012,2009,8,d100,31,2.104621424,1.01109947,1.744949554,0.893300029,1.642418666,0.858239401,3.393021452,1.724511054,a51
2012,2010,6,d100,28,2.530694691,1.006053751,1.687976486,0.576428444,2.096065305,0.455038882,3.54551576,1.568766749,a52
2012,2010,7,d100,31,3.874783449,0.715514797,1.048172214,0.67800392,1.016383114,0.835865946,4.997670696,1.605870339,a53
2012,2010,8,d100,31,2.877806298,0.918915655,1.321659966,0.728215266,1.257505269,0.863614556,4.074125602,1.568261884,a54
2012,2011,6,d100,30,1.803935626,1.186770732,1.914090609,0.67474594,1.61623734,0.398609482,2.732254341,1.903957196,a55
2012,2011,7,d100,31,4.168259809,0.892759909,1.260904513,0.829294148,0.972317557,0.911874831,5.297456511,1.662446268,a56
2012,2011,8,d100,31,3.292245243,1.22208605,2.556026625,1.243157752,1.369538689,1.169049975,3.930270228,1.702263379,a57
2012,2012,6,d100,30,2.250668212,0.796099212,2.101762238,0.544764802,1.415725539,0.61261487,2.721947619,1.438702023,a58
2012,2012,7,d100,31,3.787808264,0.962791693,1.171178878,1.055442715,0.996740298,1.231859414,4.925618382,1.866885659,a59
2012,2012,8,d100,31,3.148905639,0.563286159,0.981776336,0.469485553,1.042037928,0.636065972,4.338672272,1.198128355,a60
2012,2013,6,d100,30,2.272366322,0.873399989,2.925845215,0.617778707,1.444507082,0.655936832,2.385472013,0.980584312,a61
2012,2013,7,d100,31,3.528324934,0.581623929,1.301835452,0.423058207,1.103992952,0.429548928,4.690585372,1.099831506,a62
2012,2013,8,d100,31,1.567716145,0.541365562,2.498326288,0.397498406,1.561791657,0.397884043,3.221493932,0.787249871,a63
2012,2014,6,d100,28,0.979120143,1.035243692,2.101390563,0.583089207,1.025015183,0.39378544,1.704979982,1.575448562,a64
2012,2014,7,d100,29,2.143372997,1.052504698,1.652797724,0.677529568,1.241097326,0.644172715,3.297992721,1.906652538,a65
2012,2014,8,d100,31,0.912336411,1.184270364,1.409659267,1.047019543,2.11192597,1.115041228,2.404899842,1.762993358,a66
2012,2015,6,d100,30,2.215246544,1.041608053,2.239480221,0.516384777,1.51648322,0.475206698,2.923072688,1.712328916,a67
2012,2015,7,d100,31,2.979028089,0.492625312,1.737811853,0.56191047,0.801601067,0.610302169,4.196486359,1.014230374,a68
2012,2015,8,d100,31,2.440292116,0.732141927,0.898856646,0.529527347,1.306247055,0.568698244,3.643208514,1.456770484,a69
2012,2016,6,d100,30,1.859620402,0.805884508,1.787576679,0.400108194,1.547127491,0.409710998,2.796716017,1.119914516,a70
2012,2016,7,d100,31,3.801035243,0.616912197,1.238995388,0.534224202,0.82117517,0.721263167,4.936206993,1.354758027,a71
2012,2016,8,d100,31,4.130824608,0.490831296,1.068223508,0.390377027,0.750122291,0.463895894,5.280450615,0.98682139,a72
2013,2005,6,d100,30,2.562242976,0.824722545,1.939523026,0.897523035,1.640810942,0.395201815,2.739590879,0.650497915,a73
2013,2005,7,d100,31,3.014956351,0.772458441,0.998760029,0.629494824,0.969154781,0.622388533,3.745273788,0.518682131,a74
2013,2005,8,d100,31,3.088540983,1.057900781,1.6428895,0.8421302,1.574442406,0.565200458,4.049490724,0.716414487,a75
2013,2006,6,d100,30,2.72141133,0.81415435,1.804643486,0.96581019,1.347169342,0.66248928,2.278721685,0.577776963,a76
2013,2006,7,d100,31,2.921459085,0.928692798,1.164518167,0.924835135,0.739578246,0.453750208,3.889688245,0.474189339,a77
2013,2006,8,d100,31,2.870133805,1.018712618,1.698788119,0.693317858,1.7297631,0.374016252,3.705354359,0.583530674,a78
2013,2007,6,d100,30,1.912884321,0.943662347,2.012131863,0.820099394,1.37475899,0.444302009,2.061114475,0.552187462,a79
2013,2007,7,d100,31,2.597687666,0.933849652,1.705784722,0.725106997,1.162658528,0.574600051,3.1354724,0.645462656,a80
2013,2007,8,d100,31,2.859774613,0.760994504,1.911815934,0.632195573,1.442596257,0.46718318,3.40633643,0.609196357,a81
2013,2008,6,d100,30,2.139075607,0.925234138,1.691845904,0.876774078,1.728540244,0.429279784,2.664904725,0.736223698,a82
2013,2008,7,d100,31,2.838612164,1.08097757,1.172460941,0.899685463,0.609945912,0.368425239,3.667850755,0.650525744,a83
2013,2008,8,d100,31,1.912175296,0.823416984,2.114873146,0.483683324,2.224853285,0.363632913,2.390276545,0.478343697,a84
2013,2009,6,d100,30,3.258482824,0.665528834,2.135044863,0.385725147,0.768748333,0.293663989,1.278036045,0.451093088,a85
2013,2009,7,d100,31,1.936071221,0.793619235,1.800344765,0.408789266,1.1539509,0.659232507,2.470559059,0.455036699,a86
2013,2009,8,d100,31,2.564479631,1.118243859,1.335059537,0.794767871,0.956957141,0.397868592,3.578706804,0.770544907,a87
2013,2010,6,d100,27,2.340847481,1.035471485,1.575373616,1.04616412,1.988470697,0.530215806,2.969800847,0.668536439,a88
2013,2010,7,d100,31,3.875077452,1.43526804,1.825165947,1.390379021,1.098192108,0.554171086,4.802297135,0.6082432,a89
2013,2010,8,d100,31,3.028520675,1.347462743,1.465441638,1.036939063,1.245480961,0.549207509,3.899477066,0.496571806,a90
2013,2011,6,d100,30,1.66401857,0.763531564,1.792845915,0.768051838,1.495899963,0.429661149,2.284430181,0.494000525,a91
2013,2011,7,d100,31,3.967027967,1.403782279,1.859677347,1.285331023,1.019349999,0.473166383,4.950460002,0.784988179,a92
2013,2011,8,d100,31,3.878747378,1.470083509,2.212301525,1.075606373,1.390359278,0.792755391,3.870079373,0.685018816,a93
2013,2012,6,d100,30,3.593443584,1.155581264,2.117317439,0.976875484,1.327646638,0.663380356,2.36675163,0.736457497,a94
2013,2012,7,d100,31,3.852221869,1.392836974,1.730527164,1.353425882,1.075127724,0.567740385,4.765196842,0.800255956,a95
2013,2012,8,d100,29,3.068552585,1.389446968,1.397468793,1.029267934,1.271410987,0.439322123,3.987624017,0.521238871,a96
2013,2013,6,d100,30,3.274292172,1.051479606,2.096907527,1.137646322,1.552013975,0.730316348,2.351037733,0.53629761,a97
2013,2013,7,d100,31,3.490865403,1.362932921,1.703869286,1.341094317,1.090044403,0.723820589,4.404456775,0.851255925,a98
2013,2013,8,d100,31,2.242592571,1.027209853,2.055117803,0.55712634,1.623504923,0.623638088,2.96947764,0.575498758,a99
2013,2014,6,d100,30,1.770675451,1.279249108,1.777991885,0.978289803,1.275854126,0.996052629,2.071069414,0.77663664,a100
2013,2014,7,d100,31,2.821406582,1.35864597,1.6784202,1.154926125,0.996889733,0.85193158,3.537197504,0.915847617,a101
2013,2014,8,d100,31,1.746143121,0.945480928,1.858001861,0.429975963,1.890402747,0.483840047,2.521076245,0.575259973,a102
2013,2015,6,d100,30,3.400066209,1.313970156,1.836811643,1.197874603,1.701223541,0.822574828,2.876915861,0.964716883,a103
2013,2015,7,d100,31,3.017497194,1.318180237,1.827044251,1.263787491,0.792513983,0.855429694,3.779023215,1.012535705,a104
2013,2015,8,d100,31,2.434296404,1.18127991,1.297582475,0.854536843,1.32483532,0.674409648,3.384840416,0.827499207,a105
2013,2016,6,d100,30,2.303398475,1.258189112,1.49802122,0.923260514,1.390289176,0.680179271,2.355284611,0.944568066,a106
2013,2016,7,d100,31,3.650639224,1.379716074,1.883675483,1.235458018,0.793324366,0.627142197,4.516208018,0.936500666,a107
2013,2016,8,d100,31,3.818228419,1.733949946,1.444089116,1.363434611,0.933593267,0.653704052,4.778775972,0.847406206,a108
2014,2005,6,d100,30,2.218054259,1.363350213,1.230848803,0.842234341,1.777555246,0.960271396,3.056421023,1.067078177,a109
2014,2005,7,d100,31,3.150715682,1.116945897,0.822181354,0.743652144,0.838279282,1.179492584,4.240067271,1.625901766,a110
2014,2005,8,d100,31,3.578631256,1.096706084,0.928004974,0.843525343,1.198595099,1.086580914,4.67979061,1.419325785,a111
2014,2006,6,d100,25,2.072682263,0.705745624,1.581363415,0.383498813,1.598734301,0.410545133,2.757299915,0.84120469,a112
2014,2006,7,d100,23,3.563422683,0.733302534,0.754905413,0.400059687,0.743178041,0.752993205,4.700536722,1.376750087,a113
2014,2006,8,d100,31,3.588926252,0.78412895,1.085758241,0.409489219,1.042983622,0.50734955,4.698482221,0.864654462,a114
2014,2007,6,d100,30,1.593589111,1.16232469,1.468504314,0.510703104,1.395660172,0.492251708,2.428358635,1.27011264,a115
2014,2007,7,d100,27,2.184590119,1.271507095,1.595338798,0.836429904,1.144518856,1.043908199,3.250498198,1.547539805,a116
2014,2007,8,d100,31,2.578844751,1.486063469,1.429210941,1.055786112,1.395652192,1.331616892,3.641019077,1.588152319,a117
2014,2008,6,d100,30,2.002723038,1.28566699,1.383019945,0.650668757,1.776568203,0.832386946,2.878561753,0.992866199,a118
2014,2008,7,d100,31,3.103833973,0.851485212,0.748508452,0.503839371,0.704071665,0.674422893,4.183500677,1.091686365,a119
2014,2008,8,d100,31,1.951089578,0.970082513,1.037153716,0.615520274,1.616219629,0.887144673,3.065242279,0.973845128,a120
2014,2009,6,d100,30,0.988311391,1.724503055,1.945602048,1.102391572,0.840222826,1.25925173,0.912826815,1.367583436,a121
2014,2009,7,d100,31,1.372815766,1.194841937,1.464360063,0.794452157,1.154089189,0.998119829,2.52159172,1.216272745,a122
2014,2009,8,d100,31,2.282932429,0.747066796,1.130089899,0.416455003,1.311647323,0.642429973,3.47977948,1.285064023,a123
2014,2010,6,d100,29,2.390023598,1.524478417,1.213419469,0.794470914,1.997666102,0.945986736,3.35966625,1.335238675,a124
2014,2010,7,d100,28,3.859815232,0.73313363,0.875359735,0.53249487,1.098943113,0.807365815,4.970121688,1.290590977,a125
2014,2010,8,d100,31,3.17934257,0.909318882,1.194490906,0.524681358,1.015271691,0.676046363,4.317839134,1.019238356,a126
2014,2011,6,d100,28,1.614563489,1.627570315,1.351222049,0.870057655,1.362427341,0.940775344,2.47040292,1.671827404,a127
2014,2011,7,d100,31,4.343818441,1.103497763,1.269552913,0.61222102,1.156104688,0.869127811,5.440800576,1.159003933,a128
2014,2011,8,d100,29,3.495326039,0.725105516,2.448803605,0.792868344,1.034250264,0.540520661,3.901990802,0.971670897,a129
2014,2012,6,d100,30,1.951329903,1.102665377,1.802479564,0.703456812,1.192965198,0.750845486,2.511889855,1.236823576,a130
2014,2012,7,d100,29,4.176212303,0.823290274,0.973372325,0.608698498,1.14087617,0.79871813,5.290056962,1.146659635,a131
2014,2012,8,d100,29,3.382450607,0.573577101,0.759931795,0.334993529,0.945203943,0.510204846,4.503950257,0.717794882,a132
2014,2013,6,d100,30,1.92528483,1.21547502,2.17212714,0.622367863,1.351517618,0.742486945,1.958347364,1.108732596,a133
2014,2013,7,d100,31,2.683741359,1.185889606,0.905996052,0.926597702,0.996153186,1.257027678,3.7918214,1.446456812,a134
2014,2013,8,d100,30,1.133814193,1.347505957,1.648879153,0.894443237,2.150382502,1.094188254,2.381613552,1.25532576,a135
2014,2014,6,d100,30,1.179024873,1.039474597,1.273059277,0.45307098,0.92663598,0.492459887,1.859606893,0.930352083,a136
2014,2014,7,d100,31,2.281508114,0.9917868,1.141219891,0.49674046,1.070728167,0.673074119,3.382912809,1.206082449,a137
2014,2014,8,d100,31,1.147889202,1.220136093,1.233994706,0.804223647,1.901107507,1.037574881,2.495891305,1.266934672,a138
2014,2015,6,d100,29,1.976408795,1.159482286,1.75904915,0.535851689,1.573239142,0.624377084,2.762498927,1.412671428,a139
2014,2015,7,d100,31,2.373679692,1.022401444,1.116649163,0.565507093,0.745004893,0.72803517,3.489249015,1.395045313,a140
2014,2015,8,d100,31,2.539622206,0.897687774,0.580312904,0.400715496,1.152297616,0.621160046,3.666591263,1.103508571,a141
2014,2016,6,d100,30,1.498187548,1.327066895,1.535490871,0.562745768,1.322958561,0.692295937,2.363443523,0.952916605,a142
2014,2016,7,d100,31,3.639785658,0.920775398,0.897640583,0.598516578,0.963761363,0.868058276,4.732905786,1.148033611,a143
2014,2016,8,d100,31,4.046967868,0.658222881,1.018907898,0.455138295,0.755817297,0.587898587,5.157619871,0.799151975,a144
2017,2007,8,d100,1,0.932529068,0.983153915,2.086616898,0.559660339,4.159914398,0.346090698,0.978574371,0.318998718,a145
2019,2005,7,d100,1,1.830193634,1.337706451,0.161698227,0.99971283,2.138846283,0.618191605,2.838135834,1.307469254,a146
2019,2006,6,d100,1,3.873678284,0.589469833,0.780784531,0.08163269,0.369607849,0.941240387,0.883812027,0.896325989,a147
2019,2006,8,d100,1,0.690397644,1.086852646,0.899705505,0.288907623,3.054076767,0.212099457,1.79748764,1.023704147,a148
2019,2007,7,d100,1,2.236985245,2.155777893,0.128695526,1.620667419,1.034605942,1.725264511,3.456055679,2.593764267,a149
2019,2008,6,d100,1,2.211668396,3.277336502,4.211010361,2.792623901,2.059612656,2.5726017,2.130604172,2.360704803,a150
2019,2008,8,d100,1,1.043703079,1.400903702,4.659288406,1.343708038,2.38549614,1.429174423,0.745616913,1.996101379,a151
2019,2009,7,d100,1,0.928962708,1.204450607,3.829378128,1.4564991,2.468959808,0.54451561,0.98588562,1.65067482,a152
2019,2009,8,d100,1,2.670640945,0.75006485,2.387584686,0.800769806,1.49584198,0.043621063,3.145957947,0.064020157,a153
2019,2010,6,d100,1,3.509981155,0.108848572,2.964525223,0.456892014,1.118320465,0.541759491,4.610145569,0.555391312,a154
2019,2010,8,d100,1,2.35348053,0.470455933,0.318579483,0.215621185,2.108170319,0.712559891,3.521722031,0.443383026,a155
2019,2011,7,d100,1,4.181266022,0.032870102,1.976510239,0.244963837,0.025465775,0.098033142,5.308293533,0.45312767,a156
2019,2012,6,d100,2,4.34148251,0.288097292,2.555901656,0.063234898,1.94382633,0.37728643,0.28470196,0.890571252,a157
2019,2012,7,d100,1,2.251935196,1.746296692,0.140286255,1.072634506,0.912625122,1.516644287,3.315385056,1.929434586,a158
2019,2012,8,d100,2,2.732193776,0.475687666,0.657656416,0.402309859,1.619141868,0.306236847,3.705105992,0.645259138,a159
2019,2013,7,d100,1,2.509305191,0.855036545,0.128992844,0.599129486,1.344927597,1.989119339,2.753192139,1.064415741,a160
2019,2014,6,d100,1,0.575633163,0.623938675,0.700703735,0.42474472,1.376896744,0.063256149,0.420042877,0.173760529,a161
2019,2014,8,d100,1,0.722587585,0.867837906,1.238323212,0.69354248,3.66660881,0.007362366,2.411846161,1.036949158,a162
2019,2015,6,d100,1,1.529132843,1.97394371,2.459157944,2.357624054,4.007070541,3.086545944,0.295061111,2.045944214,a163
2019,2015,7,d100,1,0.475981979,2.529740067,1.871948929,2.145466537,2.468188019,1.971369476,1.600022583,1.980860443,a164
2019,2015,8,d100,1,0.798847961,0.67882843,2.362843704,0.788926315,3.033581924,0.228812408,1.867016602,1.230733109,a165
2019,2016,6,d100,2,3.018608372,4.943551302,4.361484376,3.990947237,3.324143135,4.48975699,2.823909996,4.400451592,a166
2019,2016,7,d100,1,1.115253448,2.134157181,2.290254593,2.236980438,2.941926956,1.966810226,2.196020126,2.551876068,a167
2019,2016,8,d100,1,0.639752731,0.800057068,3.353363647,0.861878052,3.040274277,0.730126038,1.503678665,1.351637497,a168
2020,2005,6,d100,1,0.429848633,3.590636215,4.308581314,3.060349426,0.401619949,3.372223816,0.702387848,3.486790619,a169
2020,2005,8,d100,1,4.168747559,1.080527649,0.130599365,1.721392975,1.123713837,0.960362778,5.352636948,1.786883698,a170
2020,2006,6,d100,1,1.015449829,3.881304092,0.432313614,2.550173111,1.244970627,2.513061829,1.170862503,3.803634949,a171
2020,2006,7,d100,1,1.999544601,1.32944252,1.971133728,1.617408295,1.241876144,1.681804199,3.060673218,2.914020081,a172
2020,2006,8,d100,1,4.104730835,1.910672913,0.005790482,2.484887848,0.749522934,2.178521881,5.298710098,2.717677841,a173
2020,2007,7,d100,1,1.434808273,3.707621078,2.117418747,3.09623764,1.651405792,3.151945572,2.606074829,3.834003906,a174
2020,2007,8,d100,1,2.540802002,2.656183243,1.685928345,2.459194183,2.413282394,2.291517258,3.72461319,3.104099274,a175
2020,2008,6,d100,1,2.039602432,3.720207367,4.443720016,2.694664154,0.940723572,2.696510468,1.402622375,2.749414597,a176
2020,2008,7,d100,1,1.218088837,2.502633362,2.872987061,2.026738434,1.369702606,1.874249725,2.239012451,2.309459,a177
2020,2008,8,d100,1,1.557710724,2.845411224,2.072616501,2.129217072,2.753990097,1.994501038,2.692482071,2.44035141,a178
2020,2009,6,d100,1,2.410979919,4.04047554,3.566865616,1.642722778,2.762061768,1.744411163,1.59642952,2.981246643,a179
2020,2009,7,d100,1,0.967450638,3.708243866,2.34172966,2.795089264,2.921479721,2.21609642,0.254700165,3.515018005,a180
2020,2009,8,d100,1,0.78882988,3.265823288,3.170455856,3.204675598,2.784067078,3.694646759,1.970451431,3.70093338,a181
2020,2010,6,d100,1,0.64359726,3.804103241,3.278449402,2.620601044,1.968409195,2.082482681,1.725048676,2.927491531,a182
2020,2010,7,d100,1,2.653998032,2.729890213,1.364621506,2.796468124,0.206319199,2.584224091,3.823254242,1.439183578,a183
2020,2011,7,d100,1,1.859241638,3.104837265,1.994188156,2.55056366,0.77353653,2.371692505,2.993328247,2.720874634,a184
2020,2012,7,d100,1,3.773915634,1.537377014,0.559675827,2.293892517,0.509358063,1.136448517,4.931567535,1.794949188,a185
2020,2013,7,d100,1,2.059191132,3.338687515,1.760938263,2.839780426,2.479682541,2.389505005,3.236215973,3.935626602,a186
2020,2013,8,d100,1,1.054528656,2.786122742,1.608275833,2.989442291,4.141353073,2.789189758,0.450674591,3.391263428,a187
2020,2014,6,d100,1,2.629035339,2.370919571,4.025132523,2.429252014,1.005643234,2.230515823,2.139067993,2.967021332,a188
2020,2014,7,d100,1,1.000676575,4.073277054,2.743355331,3.089951096,0.991381226,2.804991302,2.14675087,4.079317627,a189
2020,2014,8,d100,1,0.201353836,3.729525757,1.133031082,2.95403595,3.755351257,2.707766724,1.592182922,3.200482559,a190
2020,2015,6,d100,1,1.312933197,2.270631561,1.875301132,0.274404297,1.593312988,0.319820175,2.19249176,1.735097656,a191
2020,2015,7,d100,1,0.218405228,3.717404861,1.364345093,2.839141388,1.849750061,2.13240387,1.688707809,3.628009338,a192
2020,2016,7,d100,1,0.478712845,3.148282242,3.575699997,2.871951294,2.256037903,2.835959625,1.589499283,3.428675842,a193
2020,2016,8,d100,1,1.897768326,2.230081253,2.099958115,2.165935211,2.516181641,2.075002365,3.066055603,2.346118622,a194
2021,2005,7,d100,2,3.201525921,1.037731907,1.743605558,0.952618635,2.077024295,0.937176536,4.266619759,0.914237758,a195
2021,2006,6,d100,1,4.895488853,1.156851654,1.419684296,0.143401031,0.298542862,0.745320435,0.751048203,0.605017548,a196
2021,2006,8,d100,1,0.037449951,0.957747574,1.120307083,0.797932739,4.150012131,0.757504578,1.312882309,0.793303604,a197
2021,2007,7,d100,1,1.971420288,1.481245041,0.596187592,1.471628189,0.668502808,1.09985733,3.308351517,1.559467316,a198
2021,2008,6,d100,1,1.427769012,2.203369446,2.973316498,2.337375946,2.446899719,1.272800751,1.681377716,1.378452606,a199
2021,2008,8,d100,1,2.14860302,1.87173027,3.898013535,1.811553421,3.217101517,0.692254486,0.481562195,1.98201889,a200
2021,2009,7,d100,1,1.748813629,1.12376976,3.127227783,1.10168457,2.263380051,0.265695572,1.310119629,0.755254745,a201
2021,2009,8,d100,1,2.556955719,0.305583572,3.001853561,0.096315765,2.112710571,0.373423004,2.437338257,0.328870392,a202
2021,2010,6,d100,1,3.678424454,1.375960922,4.226598358,1.083089447,1.422321701,2.510303116,4.818780518,0.36317215,a203
2021,2010,7,d100,1,3.177235031,0.169369125,1.130298996,0.258280182,1.12101326,0.458979034,3.989204788,0.324477768,a204
2021,2010,8,d100,1,1.893966293,0.59452858,0.020378494,0.082970047,2.082626724,0.907134628,3.231725311,0.432930374,a205
2021,2011,7,d100,1,3.922037735,0.773195877,2.682943954,0.464613571,0.416098938,1.173561707,5.110941544,0.067284241,a206
2021,2012,6,d100,2,6.060296934,0.314408365,1.792861731,0.202128134,1.246553359,1.126609351,0.606109608,0.096511861,a207
2021,2012,7,d100,1,2.803837967,0.114079285,1.243210983,0.054394531,0.521292877,0.347014618,3.938704681,0.117550659,a208
2021,2012,8,d100,2,2.596254524,0.212341083,0.977119483,0.357777497,1.880210556,0.900635166,3.691821949,0.125754174,a209
2021,2013,6,d100,2,7.32894772,1.346955807,3.677140561,0.843449536,1.235981789,0.210748593,0.903508094,1.02356836,a210
2021,2013,7,d100,3,3.129499325,0.956792673,1.180672915,1.15740593,2.354251184,1.81563885,3.303641331,0.916374218,a211
2021,2013,8,d100,1,0.977489853,0.59196434,1.730853653,0.914645767,3.363055801,0.028907394,1.824081802,0.641976929,a212
2021,2014,6,d100,2,0.39706039,0.959067382,2.75973903,1.321812286,1.425689971,0.432204695,1.218559131,1.060876891,a213
2021,2014,7,d100,1,0.825652313,1.587958145,0.582171631,1.211144257,2.249966431,0.802922058,2.244670105,1.076391983,a214
2021,2014,8,d100,3,2.496813044,1.661650462,2.248736549,1.745494807,3.744769805,1.864612691,2.015952182,1.498348736,a215
