"seg_id_nat","year","month","n","ANN","RGCN","RGCN_ptrn","RNN","seg"
2013,2005,8,31,1.05790078099206,0.842130199735377,0.565200457624007,0.716414486569797,"2013_2005_8_d100"
2013,2006,6,30,0.814154349957543,0.965810189784977,0.662489280474782,0.577776963499706,"2013_2006_6_d100"
2013,2006,7,31,0.928692797984861,0.924835135379308,0.453750207678559,0.474189339495994,"2013_2006_7_d100"
2013,2006,8,31,1.01871261808333,0.693317857621845,0.374016251876812,0.583530674166901,"2013_2006_8_d100"
2013,2007,6,30,0.943662346552092,0.820099394138686,0.444302008635123,0.552187461578679,"2013_2007_6_d100"
2013,2007,7,31,0.93384965226629,0.725106997353027,0.574600050739495,0.645462655593627,"2013_2007_7_d100"
2013,2007,8,31,0.76099450411438,0.632195573300671,0.467183179831673,0.60919635685586,"2013_2007_8_d100"
2013,2008,6,30,0.925234138018159,0.876774078351118,0.429279784214172,0.736223698091001,"2013_2008_6_d100"
2013,2008,7,31,1.08097757037057,0.899685462561954,0.36842523934912,0.650525743690079,"2013_2008_7_d100"
2013,2008,8,31,0.823416983557378,0.483683324001846,0.36363291255342,0.47834369699086,"2013_2008_8_d100"
2013,2009,6,30,0.665528833864707,0.385725147150415,0.293663988958323,0.451093087538744,"2013_2009_6_d100"
2013,2009,7,31,0.793619235222713,0.408789266250265,0.659232507412445,0.455036699237199,"2013_2009_7_d100"
2013,2009,8,31,1.1182438593434,0.794767871025665,0.397868591962139,0.770544907157908,"2013_2009_8_d100"
2013,2010,6,27,1.03547148473644,1.04616412031041,0.530215806242707,0.668536438509191,"2013_2010_6_d100"
2013,2010,7,31,1.43526803959713,1.39037902132893,0.554171086420448,0.608243200161444,"2013_2010_7_d100"
2013,2010,8,31,1.3474627434312,1.036939063221,0.549207508517509,0.496571805601826,"2013_2010_8_d100"
2013,2011,6,30,0.763531563875691,0.768051837709465,0.429661148968222,0.494000524733632,"2013_2011_6_d100"
2013,2011,7,31,1.40378227911612,1.28533102283146,0.473166382598143,0.784988179157646,"2013_2011_7_d100"
2013,2011,8,31,1.47008350937384,1.07560637278898,0.792755390862571,0.685018815980566,"2013_2011_8_d100"
2013,2012,6,30,1.15558126360264,0.976875484185948,0.663380356002601,0.736457497442954,"2013_2012_6_d100"
2013,2012,7,31,1.39283697442373,1.35342588177172,0.567740385484999,0.800255955633418,"2013_2012_7_d100"
2013,2012,8,29,1.38944696832302,1.02926793405402,0.439322122559867,0.521238870696623,"2013_2012_8_d100"
2013,2013,6,30,1.05147960596905,1.13764632165811,0.730316348208912,0.536297610458897,"2013_2013_6_d100"
2013,2013,7,31,1.36293292107317,1.34109431712201,0.723820589161985,0.851255925170943,"2013_2013_7_d100"
2013,2013,8,31,1.02720985277278,0.557126339942689,0.623638087980658,0.575498758036226,"2013_2013_8_d100"
2013,2014,6,30,1.27924910763983,0.978289802591247,0.996052628962293,0.776636640284052,"2013_2014_6_d100"
2013,2014,7,31,1.35864596984251,1.1549261253712,0.851931579969572,0.915847616822578,"2013_2014_7_d100"
2013,2014,8,31,0.945480927805509,0.429975962861755,0.483840046763249,0.575259972733451,"2013_2014_8_d100"
2013,2015,6,30,1.31397015553787,1.19787460344538,0.822574828046763,0.964716882693825,"2013_2015_6_d100"
2013,2015,7,31,1.3181802366734,1.26378749137796,0.855429693997687,1.01253570497997,"2013_2015_7_d100"
2013,2015,8,31,1.18127991032654,0.854536842751638,0.674409647644132,0.827499207178983,"2013_2015_8_d100"
2013,2016,6,30,1.25818911213805,0.923260513790034,0.680179271419157,0.944568065701548,"2013_2016_6_d100"
2013,2016,7,31,1.37971607412533,1.2354580184296,0.627142196510154,0.936500666082642,"2013_2016_7_d100"
2013,2016,8,31,1.73394994591655,1.36343461066796,0.653704051773324,0.847406205782025,"2013_2016_8_d100"
2014,2005,6,30,1.36335021278077,0.842234340618336,0.960271395618595,1.06707817672357,"2014_2005_6_d100"
2014,2005,7,31,1.11694589662552,0.743652144429374,1.17949258353965,1.62590176569312,"2014_2005_7_d100"
2014,2005,8,31,1.09670608413211,0.843525343253396,1.08658091401147,1.41932578546489,"2014_2005_8_d100"
2014,2006,6,25,0.70574562446875,0.383498813293618,0.410545133466732,0.841204690438142,"2014_2006_6_d100"
2014,2006,7,23,0.733302533998654,0.400059686812326,0.752993204937506,1.37675008730977,"2014_2006_7_d100"
2014,2006,8,31,0.784128950028951,0.409489218620137,0.507349550109932,0.864654462072552,"2014_2006_8_d100"
2014,2007,6,30,1.16232468953096,0.51070310386244,0.492251708270273,1.27011264007669,"2014_2007_6_d100"
2014,2007,7,27,1.27150709506444,0.836429903866337,1.04390819894699,1.54753980494896,"2014_2007_7_d100"
2014,2007,8,31,1.48606346872262,1.0557861116321,1.33161689183148,1.58815231907924,"2014_2007_8_d100"
2014,2008,6,30,1.28566698985644,0.650668756631954,0.832386946269325,0.992866199214707,"2014_2008_6_d100"
2014,2008,7,31,0.851485212274969,0.503839370654818,0.67442289260906,1.09168636476542,"2014_2008_7_d100"
2014,2008,8,31,0.970082513183104,0.615520274023998,0.887144673374052,0.97384512814716,"2014_2008_8_d100"
2014,2009,6,30,1.72450305492064,1.10239157211683,1.25925172975288,1.367583436238,"2014_2009_6_d100"
2014,2009,7,31,1.19484193661959,0.794452157310433,0.998119829318867,1.21627274483135,"2014_2009_7_d100"
2014,2009,8,31,0.747066796266019,0.416455003454395,0.642429972824664,1.28506402263953,"2014_2009_8_d100"
2014,2010,6,29,1.52447841749641,0.794470913566405,0.945986735877677,1.3352386745534,"2014_2010_6_d100"
2014,2010,7,28,0.733133629649856,0.532494870014386,0.807365814723434,1.29059097652793,"2014_2010_7_d100"
2014,2010,8,31,0.909318882490029,0.524681357697748,0.676046363064927,1.01923835596467,"2014_2010_8_d100"
2014,2011,6,28,1.62757031495793,0.870057655456926,0.940775343670133,1.6718274040634,"2014_2011_6_d100"
2014,2011,7,31,1.10349776262983,0.61222101953671,0.869127810592655,1.15900393259653,"2014_2011_7_d100"
2014,2011,8,29,0.72510551648756,0.792868344425875,0.540520661063081,0.971670897281082,"2014_2011_8_d100"
2014,2012,6,30,1.10266537710791,0.703456812393535,0.750845485756413,1.23682357628524,"2014_2012_6_d100"
2014,2012,7,29,0.823290273664242,0.608698498208592,0.798718129650461,1.14665963456679,"2014_2012_7_d100"
2014,2012,8,29,0.573577101146999,0.33499352942197,0.510204845834835,0.717794882209042,"2014_2012_8_d100"
2014,2013,6,30,1.21547501986818,0.622367862671394,0.742486944680769,1.1087325962532,"2014_2013_6_d100"
2014,2013,7,31,1.18588960615703,0.92659770226498,1.25702767818564,1.44645681203964,"2014_2013_7_d100"
2014,2013,8,30,1.34750595670792,0.894443236873904,1.09418825372163,1.25532576049495,"2014_2013_8_d100"
2014,2014,6,30,1.03947459748012,0.453070980051916,0.492459887112373,0.930352083365281,"2014_2014_6_d100"
2014,2014,7,31,0.991786800251109,0.49674045992903,0.673074118833516,1.2060824489705,"2014_2014_7_d100"
2014,2014,8,31,1.22013609309171,0.804223647455831,1.03757488060418,1.26693467221901,"2014_2014_8_d100"
2014,2015,6,29,1.15948228565173,0.535851688736137,0.624377084305608,1.4126714275276,"2014_2015_6_d100"
2014,2015,7,31,1.02240144405137,0.5655070925001,0.728035169838074,1.39504531314553,"2014_2015_7_d100"
2014,2015,8,31,0.897687774465145,0.400715496383392,0.621160045985807,1.10350857111823,"2014_2015_8_d100"
2014,2016,6,30,1.32706689513348,0.562745767883676,0.692295937238548,0.952916605001307,"2014_2016_6_d100"
2014,2016,7,31,0.920775398489784,0.598516578253724,0.868058276027163,1.14803361147741,"2014_2016_7_d100"
2014,2016,8,31,0.658222881380094,0.455138295105785,0.587898587079164,0.799151975126573,"2014_2016_8_d100"
2017,2007,8,1,0.983153915405275,0.559660339355467,0.346090698242186,0.318998718261717,"2017_2007_8_d100"
2019,2005,7,1,1.33770645141601,0.999712829589843,0.618191604614257,1.30746925354004,"2019_2005_7_d100"
2019,2006,6,1,0.589469833374025,0.0816326904296858,0.941240386962889,0.896325988769533,"2019_2006_6_d100"
2019,2006,8,1,1.08685264587402,0.288907623291017,0.212099456787108,1.02370414733887,"2019_2006_8_d100"
2019,2007,7,1,2.15577789306641,1.62066741943359,1.7252645111084,2.59376426696777,"2019_2007_7_d100"
2019,2008,6,1,3.27733650207519,2.79262390136719,2.5726016998291,2.3607048034668,"2019_2008_6_d100"
2019,2008,8,1,1.40090370178223,1.34370803833008,1.42917442321777,1.99610137939453,"2019_2008_8_d100"
2019,2009,7,1,1.2044506072998,1.45649909973145,0.544515609741211,1.65067481994629,"2019_2009_7_d100"
2019,2009,8,1,0.750064849853516,0.800769805908203,0.0436210632324219,0.0640201568603516,"2019_2009_8_d100"
2019,2010,6,1,0.108848571777344,0.456892013549805,0.541759490966797,0.555391311645508,"2019_2010_6_d100"
2019,2010,8,1,0.470455932617188,0.215621185302734,0.71255989074707,0.443383026123048,"2019_2010_8_d100"
2019,2011,7,1,0.0328701019287116,0.244963836669921,0.098033142089843,0.453127670288087,"2019_2011_7_d100"
2019,2012,6,2,0.288097292183196,0.0632348982154167,0.377286430261932,0.890571252031811,"2019_2012_6_d100"
2019,2012,7,1,1.74629669189453,1.07263450622559,1.51664428710938,1.92943458557129,"2019_2012_7_d100"
2019,2012,8,2,0.475687665849648,0.402309859201201,0.306236847291433,0.64525913754264,"2019_2012_8_d100"
2019,2013,7,1,0.855036544799802,0.599129486083982,1.98911933898925,1.06441574096679,"2019_2013_7_d100"
2019,2014,6,1,0.623938674926755,0.424744720458982,0.0632561492919947,0.173760528564451,"2019_2014_6_d100"
2019,2014,8,1,0.867837905883789,0.69354248046875,0.00736236572265625,1.03694915771484,"2019_2014_8_d100"
2019,2015,6,1,1.97394371032715,2.35762405395508,3.08654594421387,2.04594421386719,"2019_2015_6_d100"
2019,2015,7,1,2.52974006652832,2.14546653747558,1.97136947631836,1.98086044311523,"2019_2015_7_d100"
2019,2015,8,1,0.678828430175781,0.788926315307616,0.228812408447265,1.23073310852051,"2019_2015_8_d100"
2019,2016,6,2,4.94355130246694,3.99094723730532,4.48975699008084,4.40045159211927,"2019_2016_6_d100"
2019,2016,7,1,2.13415718078613,2.23698043823242,1.96681022644043,2.55187606811523,"2019_2016_7_d100"
2019,2016,8,1,0.800057067871094,0.861878051757813,0.730126037597657,1.35163749694824,"2019_2016_8_d100"
2020,2005,6,1,3.59063621520996,3.06034942626953,3.37222381591797,3.48679061889649,"2020_2005_6_d100"
2020,2005,8,1,1.08052764892578,1.72139297485352,0.96036277770996,1.78688369750977,"2020_2005_8_d100"
2020,2006,6,1,3.88130409240723,2.55017311096191,2.51306182861328,3.80363494873047,"2020_2006_6_d100"
2020,2006,7,1,1.3294425201416,1.61740829467774,1.68180419921875,2.91402008056641,"2020_2006_7_d100"
2020,2006,8,1,1.91067291259765,2.48488784790039,2.17852188110351,2.71767784118652,"2020_2006_8_d100"
2020,2007,7,1,3.70762107849121,3.09623764038086,3.15194557189941,3.83400390625,"2020_2007_7_d100"
2020,2007,8,1,2.65618324279785,2.45919418334961,2.29151725769043,3.10409927368164,"2020_2007_8_d100"
2020,2008,6,1,3.72020736694336,2.69466415405273,2.6965104675293,2.74941459655762,"2020_2008_6_d100"
2020,2008,7,1,2.50263336181641,2.02673843383789,1.8742497253418,2.30945899963379,"2020_2008_7_d100"
2020,2008,8,1,2.84541122436523,2.1292170715332,1.99450103759765,2.44035140991211,"2020_2008_8_d100"
2020,2009,6,1,4.04047554016113,1.64272277832031,1.74441116333008,2.98124664306641,"2020_2009_6_d100"
2020,2009,7,1,3.7082438659668,2.79508926391602,2.21609642028809,3.51501800537109,"2020_2009_7_d100"
2020,2009,8,1,3.26582328796387,3.20467559814453,3.6946467590332,3.70093338012695,"2020_2009_8_d100"
2020,2010,6,1,3.8041032409668,2.62060104370117,2.08248268127441,2.92749153137207,"2020_2010_6_d100"
2020,2010,7,1,2.72989021301269,2.79646812438965,2.58422409057617,1.43918357849121,"2020_2010_7_d100"
2020,2011,7,1,3.10483726501464,2.55056365966797,2.37169250488281,2.72087463378906,"2020_2011_7_d100"
2020,2012,7,1,1.53737701416016,2.29389251708984,1.1364485168457,1.79494918823242,"2020_2012_7_d100"
2020,2013,7,1,3.33868751525879,2.83978042602539,2.38950500488281,3.93562660217285,"2020_2013_7_d100"
2020,2013,8,1,2.78612274169922,2.98944229125977,2.78918975830078,3.39126342773438,"2020_2013_8_d100"
2020,2014,6,1,2.37091957092285,2.42925201416016,2.23051582336426,2.96702133178711,"2020_2014_6_d100"
2020,2014,7,1,4.07327705383301,3.08995109558106,2.80499130249024,4.07931762695313,"2020_2014_7_d100"
2020,2014,8,1,3.72952575683594,2.95403594970703,2.70776672363282,3.2004825592041,"2020_2014_8_d100"
2020,2015,6,1,2.27063156127929,0.274404296874998,0.319820175170896,1.73509765625,"2020_2015_6_d100"
2020,2015,7,1,3.71740486145019,2.83914138793945,2.13240386962891,3.62800933837891,"2020_2015_7_d100"
2020,2016,7,1,3.14828224182129,2.87195129394532,2.83595962524414,3.42867584228516,"2020_2016_7_d100"
2020,2016,8,1,2.23008125305176,2.16593521118164,2.0750023651123,2.34611862182617,"2020_2016_8_d100"
2021,2005,7,2,1.03773190692028,0.952618635171942,0.937176536367979,0.914237758039799,"2021_2005_7_d100"
2021,2006,6,1,1.15685165405273,0.14340103149414,0.745320434570313,0.605017547607421,"2021_2006_6_d100"
2021,2006,8,1,0.957747573852537,0.79793273925781,0.757504577636716,0.793303604125974,"2021_2006_8_d100"
2021,2007,7,1,1.48124504089355,1.47162818908691,1.09985733032227,1.55946731567383,"2021_2007_7_d100"
2021,2008,6,1,2.20336944580078,2.33737594604492,1.27280075073242,1.37845260620117,"2021_2008_6_d100"
2021,2008,8,1,1.87173027038574,1.81155342102051,0.692254486083982,1.98201889038086,"2021_2008_8_d100"
2021,2009,7,1,1.12376976013184,1.1016845703125,0.265695571899414,0.755254745483398,"2021_2009_7_d100"
2021,2009,8,1,0.305583572387697,0.096315765380858,0.373423004150389,0.328870391845705,"2021_2009_8_d100"
2021,2010,6,1,1.37596092224121,1.08308944702149,2.51030311584473,0.363172149658205,"2021_2010_6_d100"
2021,2010,7,1,0.16936912536621,0.258280181884764,0.458979034423827,0.324477767944337,"2021_2010_7_d100"
2021,2010,8,1,0.594528579711913,0.0829700469970689,0.9071346282959,0.432930374145506,"2021_2010_8_d100"
2021,2011,7,1,0.773195877075196,0.464613571166993,1.17356170654297,0.0672842407226568,"2021_2011_7_d100"
2021,2012,6,2,0.314408364501779,0.202128133597449,1.12660935092292,0.0965118609801402,"2021_2012_6_d100"
2021,2012,7,1,0.114079284667969,0.0543945312500007,0.347014617919921,0.117550659179688,"2021_2012_7_d100"
2021,2012,8,2,0.21234108327985,0.357777496827552,0.900635166055547,0.125754174120489,"2021_2012_8_d100"
2021,2013,6,2,1.34695580678753,0.843449535726142,0.210748592500394,1.02356835977333,"2021_2013_6_d100"
2021,2013,7,3,0.956792672549963,1.15740593001032,1.81563885024318,0.916374218270349,"2021_2013_7_d100"
2021,2013,8,1,0.591964340209962,0.914645767211915,0.0289073944091811,0.641976928710939,"2021_2013_8_d100"
2021,2014,6,2,0.959067382113088,1.32181228597843,0.432204695109438,1.06087689109301,"2021_2014_6_d100"
2021,2014,7,1,1.5879581451416,1.2111442565918,0.802922058105469,1.07639198303223,"2021_2014_7_d100"
2021,2014,8,3,1.66165046248741,1.74549480735173,1.86461269114136,1.49834873648345,"2021_2014_8_d100"
2021,2015,6,3,0.520917263321174,0.673365415983894,1.49546786349853,0.858640204037843,"2021_2015_6_d100"
2021,2015,7,3,0.911755540999617,0.764547891752447,0.573840487648423,0.575910783017459,"2021_2015_7_d100"
2021,2015,8,3,1.04920442229843,1.05051260638809,0.490364208651666,0.894996071291554,"2021_2015_8_d100"
2021,2016,6,3,2.17335277054129,2.00046235663023,1.72953922866155,1.80375067105531,"2021_2016_6_d100"
2021,2016,7,3,1.37275306947799,1.15839822738762,1.13938692840538,0.993156547405572,"2021_2016_7_d100"
2021,2016,8,3,1.16307845873992,0.867459666688154,0.72056465137502,1.24985177510069,"2021_2016_8_d100"
2023,2005,6,1,2.61132377624511,3.25841659545898,1.67391914367676,2.24073356628418,"2023_2005_6_d100"
2023,2005,8,1,0.201538925170901,1.17634475708008,0.519040222167966,1.35197937011718,"2023_2005_8_d100"
2023,2006,6,1,3.05973884582519,2.51622650146484,1.1324755859375,2.65912124633789,"2023_2006_6_d100"
2023,2006,7,1,0.905921401977537,2.15093559265136,0.797269287109373,1.42522186279297,"2023_2006_7_d100"
2023,2006,8,1,1.21204925537109,2.82891250610351,1.33480812072754,0.413992156982424,"2023_2006_8_d100"
2023,2007,7,1,2.40207847595215,3.62765106201172,2.03301414489746,1.40913948059082,"2023_2007_7_d100"
2023,2007,8,1,2.58019805908203,3.3277719116211,1.88601470947266,1.26423049926758,"2023_2007_8_d100"
2023,2008,6,1,3.17948471069336,2.89252410888672,1.68705497741699,2.22099243164062,"2023_2008_6_d100"
2023,2008,7,1,1.71924217224121,2.18403060913086,1.23414810180664,1.07696159362793,"2023_2008_7_d100"
2023,2008,8,1,2.39084022521973,2.7679077911377,1.44970291137695,1.17882125854492,"2023_2008_8_d100"
2023,2009,6,1,4.03484092712402,2.5394376373291,1.56645332336426,2.72013031005859,"2023_2009_6_d100"
2023,2009,7,1,3.06289413452149,3.09813621520996,1.87765625,2.28855255126953,"2023_2009_7_d100"
2023,2009,8,1,2.51459091186523,3.8611408996582,2.4443871307373,2.45946662902832,"2023_2009_8_d100"
2023,2010,6,1,2.71662101745606,3.65088043212891,1.23017654418945,1.14291534423828,"2023_2010_6_d100"
2023,2010,7,1,1.64155235290527,3.37519493103027,1.75586357116699,0.267759704589842,"2023_2010_7_d100"
2023,2011,7,1,2.07739883422851,3.20248275756836,1.78719001770019,1.22970062255859,"2023_2011_7_d100"
2023,2012,7,1,0.880836486816406,2.23619842529297,0.506374359130859,0.546318054199219,"2023_2012_7_d100"
2023,2013,7,1,1.24202796936035,2.56838104248047,0.84883949279785,1.58249160766601,"2023_2013_7_d100"
2023,2013,8,1,1.15146141052246,2.09034614562988,0.55216293334961,1.82224349975586,"2023_2013_8_d100"
2023,2014,6,1,1.10865165710449,1.35255004882812,0.269585113525391,1.02222778320312,"2023_2014_6_d100"
2023,2014,7,1,1.39386070251465,2.40285766601562,0.635855560302733,0.554381256103515,"2023_2014_7_d100"
2023,2014,8,1,1.21579689025879,1.73333114624024,0.267535629272462,0.0953077697753919,"2023_2014_8_d100"
2023,2015,6,1,1.12932899475098,0.404540328979493,1.01440879821777,0.126220016479493,"2023_2015_6_d100"
2023,2015,7,1,1.0225,1.90550132751465,0.0313024902343741,0.521267852783204,"2023_2015_7_d100"
2023,2016,7,1,1.68124038696289,2.2947486114502,1.2986205291748,1.13289482116699,"2023_2016_7_d100"
2023,2016,8,1,0.947357254028319,1.48551376342773,0.0610179138183611,0.412612838745119,"2023_2016_8_d100"
2027,2005,6,1,0.430822982788087,0.241127624511719,1.34527908325195,0.50433479309082,"2027_2005_6_d100"
2027,2005,8,1,1.40933143615723,0.391898269653321,3.20649444580078,3.27811920166016,"2027_2005_8_d100"
2027,2006,6,1,1.06016700744629,0.0665242004394528,1.21403343200684,0.487905197143554,"2027_2006_6_d100"
2027,2006,7,1,1.07534111022949,0.815817718505858,3.51686370849609,2.13600814819336,"2027_2006_7_d100"
2027,2006,8,1,1.02528358459472,0.712053070068357,2.56009460449219,3.49457336425781,"2027_2006_8_d100"
